author-pid,degree_centrality,eigenvector_centrality,betweeness_centrality,closeness_centrality
53/740,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
o/KunleOlukotun,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
p/LawrenceTPileggi,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
693718,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
r/JMRabaey,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
r/ChristopherRe,0.001919579713073348,4.5483341243672314e-07,,0.21050616758826032
89/4740,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
75/405,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
15/1256,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
35/7358,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
52/1096,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
123/2321,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
2060455,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
25/2468,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
35/5349,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
61/5645,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
t/LotharThiele,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
1360165,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
05/178,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
b/LucaBenini,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
27/3091,0.001919579713073348,4.7532763461479054e-07,,0.217109015134898
w/JRWen,0.001919579713073348,4.93761582073457e-05,0.0007190483615914387,0.29034907597535936
2081305,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
24/7598,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
50/7598,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
79/7599,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
89/7597,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
32/7597,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
71/7598,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
16/7597,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
55/7598,0.001919579713073348,1.7839859064849894e-06,,0.2407511006251064
76/7597,0.001919579713073348,1.7839859064849898e-06,,0.2407511006251064
94/957,0.001919579713073348,3.06787565339913e-05,0.00022045054770630034,0.2588727605596966
l/XuelongLi,0.001919579713073348,0.00015368264644481723,0.00020010345424465286,0.28717323816984364
218/1227,0.0018185492018589614,1.783785042578806e-05,0.0002410114764081257,0.2717812131030506
35/4372,0.0018185492018589614,1.5510273974491314e-06,7.128518278259373e-05,0.2583052793653279
69/6898,0.0018185492018589614,1.4682078959026684e-05,0.0013520032983501333,0.2860859009191283
c/LeiChen0002,0.0018185492018589614,7.073447610355943e-05,0.0016461820059152405,0.27903698691926027
183/1884,0.0018185492018589614,1.975779945844863e-05,0.001902022601192668,0.2944431223227035
89/3991,0.0018185492018589614,2.2293053828286627e-05,1.318508229897042e-05,0.2552083333333333
45/503,0.0018185492018589614,2.4237857303826974e-05,0.0011022638538694131,0.2853436346863469
1298133,0.0018185492018589614,0.0012583178989117373,0.0006022633351164455,0.2929095643939394
70/2217,0.0018185492018589614,4.344397078926291e-05,0.0007676796830804418,0.28592887887454144
95/1694,0.0018185492018589614,2.1643945604577407e-05,9.78203878427721e-07,0.2542512201387105
14/2589,0.0018185492018589614,6.301734588735147e-05,0.0013461774326370298,0.31072045204834403
09/3493-1,0.0018185492018589614,0.0001388966611334678,0.0002594104786757636,0.3010157532996776
09/0-1,0.0018185492018589614,8.502650519086272e-05,0.00015925794544005168,0.2903064965537469
d/JustinDauwels,0.0018185492018589614,9.779154628750036e-05,0.0005908644889303845,0.2932653847293413
l/BingLiu1,0.0018185492018589614,6.997316029120209e-06,0.0010213824642445835,0.2858958435631553
198/3608,0.0018185492018589614,2.0908791314552696e-06,6.002418974846864e-07,0.25680408893962586
191/2446,0.0018185492018589614,2.3461136055652704e-06,1.8466786483692035e-05,0.2608993621171385
188/5874,0.0018185492018589614,2.697496945115752e-06,1.0017493808325513e-05,0.26002206693637364
118/5100,0.0018185492018589614,5.1476461395182795e-05,0.00057743994729487,0.25833898835934643
31/7025,0.0018185492018589614,2.341220401866775e-05,6.354629740776487e-05,0.2744413020573393
20/2182,0.0018185492018589614,8.69878016046476e-05,0.003231912947362104,0.29793510324483774
92/6403,0.0018185492018589614,1.0351756648176213e-05,5.114831643795283e-06,0.25039210726030864
87/5337,0.0018185492018589614,2.7675555123466592e-05,0.00024383912154024557,0.27805713964659945
56/6651,0.0018185492018589614,4.228772266803805e-06,0.00013303055579746788,0.27839342971254993
62/6025,0.0018185492018589614,2.7312366524668703e-06,0.0002023031808549118,0.26807139181539963
40/3383,0.0018185492018589614,1.7146336794191506e-06,2.2764276044062082e-07,0.2428361138370952
25/3236,0.0018185492018589614,1.7146336794191506e-06,2.2764276044062082e-07,0.2428361138370952
29/8207,0.0018185492018589614,8.868505692808036e-06,0.00014517166571427045,0.2833586212819559
75/8503,0.0018185492018589614,4.3249796102652285e-06,7.088133485724775e-07,0.2700682128240109
48/5141,0.0018185492018589614,1.6432673060518294e-05,0.0008937053468215187,0.2898728987289873
62/411,0.0018185492018589614,3.5636771028593066e-05,7.235232562386702e-06,0.2768284156062089
2935668,0.0018185492018589614,3.956897990104369e-06,2.7247265528526418e-05,0.24265156529626633
140/7598,0.0018185492018589614,1.5658280924467504e-05,0.0004983862960854501,0.2810255245450158
38/11010,0.0018185492018589614,4.117987982255151e-05,0.0006592108165641467,0.28484272928717375
40/7018-5,0.0018185492018589614,3.1420106659213933e-06,3.0222842607173847e-05,0.2618795639750238
52/5150-2,0.0018185492018589614,8.131341602332232e-06,0.000750878107458997,0.27629522108083965
16/6730,0.0018185492018589614,3.576683648821727e-05,0.0011456684461210195,0.30385264773599385
09/267,0.0018185492018589614,7.019775608604316e-05,1.0701101614835617e-05,0.27743364072091264
74/3608-2,0.0018185492018589614,7.956838181391675e-05,0.0002850894584105429,0.28335050956143365
94/4084,0.0018185492018589614,6.135000851695784e-05,0.003207112853904402,0.3096802452912834
89/3136,0.0018185492018589614,4.452615039759276e-05,1.2618748715225997e-05,0.27997623964020024
38/555-4,0.0018185492018589614,2.905600836178116e-06,6.296346226745995e-05,0.2455165571127372
151/4529,0.0018185492018589614,3.872081072253201e-06,7.269816572415201e-05,0.26107828655834564
170/1654,0.0018185492018589614,0.0006101754959839742,0.0005713555026616833,0.30163954409703175
854821,0.0018185492018589614,3.1834540522637532e-06,0.0003349846132335367,0.27361437456807186
374192,0.0018185492018589614,0.0001593265109528888,7.609771312783983e-05,0.30259859370223174
05/10150,0.0018185492018589614,3.8823289446389204e-05,3.8905223416184e-05,0.29029798216799624
85/6670,0.0018185492018589614,1.2984151617256928e-05,0.00011453438703501905,0.27045932726726235
220/3742,0.0018185492018589614,0.0002014783558646758,5.753176207815784e-05,0.27797124241743426
178/8609,0.0018185492018589614,3.2139349651165377e-06,1.683674046753993e-05,0.2629369886303262
85/6381,0.0018185492018589614,3.907340015168399e-05,1.2351916597899156e-06,0.24957764946166067
57/4080,0.0017175186906445746,2.7424179503943966e-06,0.0003000652760818631,0.24278250631607348
160/3845,0.0017175186906445746,2.5741834964878055e-06,9.673878099345153e-05,0.2613333333333333
128/9359,0.0017175186906445746,2.0805432173421797e-05,0.00048599911897167787,0.2833991868522018
33/10570,0.0017175186906445746,1.5032137418359758e-06,5.0331773275511314e-05,0.2542708146016903
80/4171,0.0017175186906445746,9.282122475149886e-07,3.0763673836965667e-06,0.24376908678947887
73/3862,0.0017175186906445746,1.5784566976428408e-06,0.0005639178559442035,0.25850766538692577
72/5398,0.0017175186906445746,1.856022594559579e-05,0.0019238894273884187,0.299603474891788
63/7379,0.0017175186906445746,1.6524246638146283e-06,0.0009199577202795037,0.24596193032155458
539678,0.0017175186906445746,9.72125253350741e-07,0.00021117847435503815,0.24027187765505523
l/VRLesser,0.0017175186906445746,7.394965727861858e-05,0.0004560805755001308,0.29878048780487804
74/2147,0.0017175186906445746,2.0934338152611123e-05,0.0007481159994857902,0.2762104088181945
95/3736-36,0.0017175186906445746,0.001955782838550225,7.651058454312123e-05,0.29703207994478287
98/2506,0.0017175186906445746,0.00016757303643790994,0.0002732390584252124,0.29582474072745746
50/671-4,0.0017175186906445746,6.127150450573637e-05,3.207980270974012e-05,0.28586281588447654
44/3470,0.0017175186906445746,5.3805348353857795e-05,0.0002949906669345919,0.29578937931446675
17/8472,0.0017175186906445746,2.426566945871023e-06,9.807666060559787e-06,0.2563319003470244
25/3482-2,0.0017175186906445746,1.8022820128696198e-05,0.00012990660501924545,0.26433435705701697
202/0204,0.0017175186906445746,7.841437403234624e-05,0.00041551958325816186,0.2987624509507999
54/7057,0.0017175186906445746,6.242071310208524e-05,0.0005065826434813627,0.2876071480459102
1564822,0.0017175186906445746,2.9479419124506098e-05,0.00042230147883360274,0.29273630663669703
53/463,0.0017175186906445746,5.843642253963774e-06,6.060322183807487e-08,0.2642002989536622
20/549,0.0017175186906445746,4.387170686963914e-05,9.245503724150985e-05,0.28873978996499416
71/208-7,0.0017175186906445746,8.839962869091799e-06,0.0001740873248899276,0.2896353953297829
64/1774,0.0017175186906445746,3.529794125544038e-05,0.0004062820324937728,0.2831559675020025
95/10112,0.0017175186906445746,2.7197453735272415e-05,3.5017192748084813e-07,0.2673184432981338
170/4080,0.0017175186906445746,1.6273660655635685e-05,7.907052779986332e-05,0.2743956531381681
71/2764,0.0017175186906445746,2.7197453735272415e-05,3.5017192748084813e-07,0.2673184432981338
146/0878,0.0017175186906445746,2.9092966029865346e-05,3.537474007459907e-06,0.2684494589243579
157/9174,0.0017175186906445746,3.034471282256702e-05,6.763364625554738e-05,0.2807704308853147
286018,0.0017175186906445746,2.583193051639348e-05,3.776940970605246e-06,0.2692234462124303
40/4747,0.0017175186906445746,0.00012601944930529843,0.00176540714990494,0.30911930043722674
r/DiegoReforgiatoRecupero,0.0017175186906445746,2.045597522110657e-06,1.3697743949180213e-05,0.25881183976571487
228/9756,0.0017175186906445746,2.2762515662472442e-05,5.86315418076446e-06,0.26379190874686853
2892265,0.0017175186906445746,4.100155256267899e-05,0.00018097813647295722,0.28910243304027805
76/445-5,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
76/445-6,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
60/8208,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
92/3672,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
250/9415,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
224/3905,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
250/9513,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
250/9532,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
250/9240,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
250/9185,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
1232390,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
2130217,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
15/3901,0.0017175186906445746,2.0920115105497463e-05,,0.25344394940339016
97/2964,0.0017175186906445746,8.1512758043846e-06,5.029770371309121e-06,0.2483128872833095
w/LimsoonWong,0.0017175186906445746,1.1394486496176318e-05,0.000665064903128537,0.28645019389940385
03/1376,0.0017175186906445746,2.1030407250690775e-05,0.0007842895733501457,0.29701425356339084
s/JaideepSrivastava,0.0017175186906445746,1.4514108474745132e-05,0.00042831138627705647,0.27983376212151195
y/JXuYu,0.0017175186906445746,1.4405002870572002e-05,0.0004999740473781018,0.28996631023875785
92/2954,0.0017175186906445746,2.105353277748632e-05,0.0006319076187338987,0.28338295923041684
76/2502-1,0.0017175186906445746,2.0383530517712403e-05,1.4742663230510485e-05,0.25626553438276717
81/5358,0.0017175186906445746,3.4040543999726335e-05,0.0032250854263752896,0.27590243902439027
75/3699,0.0017175186906445746,9.880068894965968e-07,3.774325770068049e-05,0.24186887569337537
39/10651,0.0017175186906445746,6.301550013191522e-06,3.5771259569347933e-06,0.26122298171069647
81/516-1,0.0017175186906445746,0.0012048119415608617,4.684200863889843e-05,0.2866658943466172
95/63,0.0017175186906445746,1.382948131582695e-06,8.090149954506577e-05,0.24538265116394378
63/6525,0.0017175186906445746,5.9768590079197376e-06,0.00016353521802997791,0.26740510603809264
53/2189-29,0.0017175186906445746,6.488226248353353e-06,2.280255637057155e-06,0.2609062392914569
68/1277-1,0.0017175186906445746,4.410416024208632e-06,0.00042080447573492275,0.2804999008133307
150/6633,0.0017175186906445746,0.002157283853073534,0.0003562932889780997,0.28076246667044874
135/4927,0.0017175186906445746,0.0025381830039589654,1.9643042924282404e-08,0.24345131219716162
97/8988,0.0017175186906445746,0.0025381830039589654,1.9643042924282404e-08,0.24345131219716162
151/6328,0.0017175186906445746,0.0025381830039589654,1.9643042924282404e-08,0.24345131219716162
27/7402-1,0.0017175186906445746,0.0025381830039589654,1.9643042924282404e-08,0.24345131219716162
18/931-1,0.0017175186906445746,6.555506663089257e-05,0.0004280067893900364,0.30390862476588165
61/3976,0.0017175186906445746,5.638786808720953e-05,0.0005089127482426702,0.3006408893478723
136/3997,0.0017175186906445746,3.267192880584331e-05,6.452195152167948e-05,0.2593951464961476
23/7137,0.0017175186906445746,5.214680688305737e-05,3.85485937882843e-05,0.2916580723104576
234/6882,0.0017175186906445746,3.1651211421891623e-05,8.141441272757786e-06,0.2859784461587357
52/5716-40,0.0017175186906445746,5.779279874389359e-05,8.777359969963504e-06,0.291959176449767
19/6790,0.0017175186906445746,3.222876554621417e-05,1.2688623560324394e-05,0.28606109650010114
51/5447,0.0017175186906445746,4.296595649084702e-05,4.42752169542477e-05,0.29123756841052195
64/5725-16,0.0017175186906445746,0.001239202041143821,0.00045655088805402627,0.30191556857003415
57/7487,0.0017175186906445746,3.647435683104836e-05,7.825788909157616e-06,0.28379734495512804
61/3302,0.0017175186906445746,2.6678909268856197e-05,0.004981779614929496,0.2895252581390587
d/CEDyreson,0.0017175186906445746,3.1492152628407327e-06,0.00011663917342038431,0.27023780271384495
j/XiaohuaJia,0.0017175186906445746,7.478854662904768e-05,0.0006874426382999274,0.28301832842478486
221/9882,0.0017175186906445746,8.440177225996491e-05,0.00010723606060060978,0.285986709043629
16/355,0.0017175186906445746,1.4469412183406844e-08,8.472802294426695e-07,0.18059736894922182
54/2420,0.0017175186906445746,4.0408389371519575e-05,3.6419862018379577e-06,0.2507155703031992
68/10491,0.0016164881794301878,1.4741814398232975e-06,2.4935151345702736e-05,0.24743144264180186
50/6307,0.0016164881794301878,1.160905913143955e-06,1.0301253046166904e-06,0.2426039853917988
192/7994,0.0016164881794301878,2.4474184047250017e-06,0.000949318618020058,0.25609976972237314
67/1220,0.0016164881794301878,1.5020631762512283e-06,4.511768760608975e-05,0.2542642827784628
71/2114,0.0016164881794301878,1.2653362762965177e-05,0.0006696362679721391,0.2747612702642683
72/3859,0.0016164881794301878,1.734598022791455e-05,0.00032946285063998714,0.2876071480459102
y/XifengYan,0.0016164881794301878,1.7963991547681595e-06,8.538810269360018e-05,0.24140874612814323
182/2597,0.0016164881794301878,8.621554031568053e-05,0.001347912916984848,0.3002214201219327
260/0773,0.0016164881794301878,2.010692169531599e-05,0.00022508413367651128,0.2631257144376213
34/10089,0.0016164881794301878,2.214633874181523e-05,0.0007647231138697485,0.2906560169143126
46/8333,0.0016164881794301878,4.3800614699861014e-05,0.00023711832779920423,0.28578853150083733
57/2878,0.0016164881794301878,2.1593720148085846e-05,7.132991188482334e-07,0.2542381588410562
55/6591,0.0016164881794301878,2.0613771786451518e-05,3.1341312197607e-05,0.25858195308009824
55/1226,0.0016164881794301878,6.131005306470395e-05,0.00019763805708588027,0.2930309669015335
88/898,0.0016164881794301878,2.7697119663038602e-05,0.0010151061108944856,0.27297297297297296
227/4399,0.0016164881794301878,0.0019285970238019528,0.00014715016734607902,0.2911861614497529
54/4089,0.0016164881794301878,7.928236007354946e-05,0.0002096781237024366,0.3089552704685208
196/7269,0.0016164881794301878,0.00012480533012736248,0.0002639400835993411,0.3041327392840682
15/11119,0.0016164881794301878,0.00010736960271000458,0.00012767822128863576,0.2852449567723343
33/5934-3,0.0016164881794301878,7.582366837174797e-05,0.00034452561295072483,0.2990964856616203
97/6308-1,0.0016164881794301878,0.00016697897974280614,5.2358993223999325e-05,0.2913404368046153
25/1221-1,0.0016164881794301878,1.9832991082308658e-05,5.078147677041776e-06,0.26351801070259046
71/4292-1,0.0016164881794301878,1.9832991082308658e-05,5.078147677041776e-06,0.26351801070259046
25/3444,0.0016164881794301878,6.1033621158672726e-06,0.00067332708000137,0.2743956531381681
13/6769,0.0016164881794301878,0.0012858916443831646,0.0005251895241840745,0.2915721565970483
48/6848,0.0016164881794301878,3.547403355668754e-06,1.3786895814720692e-05,0.2575457951706911
180/2692,0.0016164881794301878,5.1902595668919747e-05,0.0018962522516393805,0.30533362124811053
218/7793,0.0016164881794301878,7.255543844018478e-05,0.000628563234799527,0.28130506451429543
122/6114,0.0016164881794301878,5.7621578943155905e-06,,0.26419324703056185
181/2820,0.0016164881794301878,2.8533755133255662e-05,0.0009999806392462776,0.2951279146043294
49/6363,0.0016164881794301878,8.474321364746523e-06,0.002208851300460597,0.2889083479276124
64/6843,0.0016164881794301878,3.290126679729474e-05,0.0001716227875629408,0.28340730136005726
49/9,0.0016164881794301878,4.562579690994268e-05,8.977319704336811e-05,0.2932914543084035
117/1840,0.0016164881794301878,1.9702936517496574e-05,3.805100382492956e-05,0.26981054927081916
225/7742,0.0016164881794301878,2.0128390842255842e-05,9.527649166423591e-08,0.25343745999231854
262/6094,0.0016164881794301878,2.0128390842255842e-05,9.527649166423591e-08,0.25343745999231854
284/7881,0.0016164881794301878,2.0128390842255842e-05,9.527649166423591e-08,0.25343745999231854
284/9038,0.0016164881794301878,2.0128390842255842e-05,9.527649166423591e-08,0.25343745999231854
171/7357,0.0016164881794301878,2.0128390842255842e-05,9.527649166423591e-08,0.25343745999231854
37/2326,0.0016164881794301878,3.968192938395128e-05,0.00013829315526003256,0.2836103151862464
26/16,0.0016164881794301878,0.0012584441004549482,0.0004881410550244249,0.3034613851672441
38/1303,0.0016164881794301878,1.9497245966629134e-05,0.0007519826608333078,0.25995377665721187
77/11216,0.0016164881794301878,2.2552976119246057e-05,9.73294249007313e-07,0.2637848786077872
24/3994,0.0016164881794301878,2.2552976119246057e-05,9.73294249007313e-07,0.2637848786077872
64/7057,0.0016164881794301878,2.337904322991875e-05,3.194906072651933e-05,0.2691795164667809
69/5971,0.0016164881794301878,4.826316284351888e-05,0.00011308152495230043,0.27166186359269934
634853,0.0016164881794301878,8.1759550708466e-05,6.324187191900556e-05,0.2740006643782527
81/7631,0.0016164881794301878,4.5699452332780706e-05,0.0005034545299125573,0.28823529411764703
80/3549,0.0016164881794301878,3.4176274258146595e-05,9.424324469992443e-05,0.2837810717050374
81/9436-1,0.0016164881794301878,1.3210955721653986e-06,0.0001331049030447597,0.24761714157056014
118/7896,0.0016164881794301878,3.300537095900059e-05,0.00015611813306602506,0.29428554438960575
181/2812,0.0016164881794301878,3.1442379540665316e-05,0.00036106563847387033,0.3002396335729669
r/JeffreySRosenschein,0.0016164881794301878,6.415342268884962e-07,5.290215453637552e-06,0.20369188977836314
31/2621,0.0016164881794301878,2.6493282491858328e-06,0.00011544226184346149,0.22483190986734508
25/889,0.0016164881794301878,3.7350313894612925e-05,5.878778620721398e-05,0.2934914751667902
88/6394,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
481451,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
451623,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
67/4816,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
55/5311,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
45/323,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
46/6348,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
30/3663,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
17/7033,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
1417112,0.0016164881794301878,5.1562204711174234e-06,2.9166272958439564e-09,0.2700387406558629
55/311,0.0016164881794301878,3.829022993943683e-05,9.801418557164749e-05,0.29977587982312676
68/3428,0.0016164881794301878,4.122085545450839e-06,0.0002928797709098488,0.262177840171642
49/1500,0.0016164881794301878,7.102522494754239e-07,2.0416391070907697e-07,0.23570033814354432
21/4944,0.0016164881794301878,5.868704993164351e-05,4.5203819518745975e-07,0.2732367149758454
83/820,0.0016164881794301878,5.565681246493162e-05,4.0880869082054344e-05,0.278887605308388
69/1799,0.0016164881794301878,5.565681246493162e-05,4.0880869082054344e-05,0.278887605308388
27/7017-27,0.0016164881794301878,2.499868305303695e-06,8.652780283720313e-06,0.23552647233789412
129/8846,0.0016164881794301878,1.817876174522771e-06,2.640064178380607e-05,0.24474556154492855
66/3019-4,0.0016164881794301878,3.144800230845708e-05,0.0003871637925044134,0.2850231808103205
73/1987,0.0016164881794301878,1.421007864524889e-06,1.8318725298454456e-07,0.23552647233789412
89/2985,0.0016164881794301878,2.9292741525665637e-06,2.7756270949808675e-07,0.25900824283658247
176/6479,0.0016164881794301878,0.00011196539255253658,0.0005674977669982664,0.28944059420416995
147/2783,0.0016164881794301878,6.095416989966812e-06,5.2480360052478316e-05,0.2793677674287327
230/4433,0.0016164881794301878,0.002334932806555716,5.143277834637577e-06,0.24513348853335976
16/6465-9,0.0016164881794301878,0.002288276228572143,5.752561236502897e-07,0.24344532441339958
61/3513,0.0016164881794301878,0.00010106004668078273,0.00037381974514068294,0.2875904349594677
18/5410,0.0016164881794301878,5.2819843979537506e-05,9.662159560206422e-06,0.29097216097833434
73/6274,0.0016164881794301878,3.4975152643707735e-05,3.401959735200668e-05,0.2942592977970687
s/YuliangShi,0.0016164881794301878,3.974147868495143e-05,3.5674078920218726e-05,0.2881933323627893
68/6119,0.0016164881794301878,1.512645014470873e-05,8.124355688164283e-05,0.27840126009056904
i/HisaoIshibuchi,0.0016164881794301878,3.626503253145274e-05,1.2423259092170318e-05,0.2808899483512118
25/729,0.0016164881794301878,3.750027846393063e-05,3.6548910453263165e-05,0.2905280460242449
95/9199,0.0016164881794301878,3.615627951807186e-05,9.570687332030076e-06,0.28295360338469455
906715,0.0016164881794301878,5.4090160860733e-05,7.304675346514484e-05,0.2666271583654338
40/3858,0.0016164881794301878,0.001213081214852506,6.253296298698839e-05,0.27300308914386584
l/HuiLi5,0.0016164881794301878,4.091527866711063e-06,0.0001530566518860333,0.2747612702642683
00/1740,0.0016164881794301878,4.091527866711063e-06,0.0001530566518860333,0.2747612702642683
97/1522,0.0016164881794301878,0.001262911719220961,0.00023738417081912993,0.28391130998479763
202/8580,0.0016164881794301878,2.3284847674411335e-05,3.713950015000143e-06,0.26735454594565394
12/1198-28,0.0016164881794301878,4.860423557993353e-06,1.0327837031014127e-05,0.2658394435044181
92/7819,0.001515457668215801,6.986994079918659e-06,0.0005709731517392752,0.27298050139275765
39/3973,0.001515457668215801,1.2759425531338854e-06,1.0813285393614955e-05,0.24697457394515557
o/BengChinOoi,0.001515457668215801,4.879380731906248e-06,0.00024782500096509716,0.27237953713640994
43/56,0.001515457668215801,5.3379538640591076e-06,4.022316675531898e-05,0.26763648162669335
83/2660,0.001515457668215801,8.008167430778018e-07,0.0005686331034593996,0.253710301694307
26/3367-1,0.001515457668215801,2.009999892446861e-05,1.1319927880303207e-05,0.2609956755616496
1826670,0.001515457668215801,2.004166417382999e-05,0.0002889184195084947,0.27199780159384446
84/2694,0.001515457668215801,2.013193624734627e-05,0.0014735048681975163,0.2798654112590833
117/4929,0.001515457668215801,2.0491786702648176e-05,3.475161422998074e-07,0.2541402418671528
r/MarkORiedl,0.001515457668215801,1.1061600955802912e-05,8.268638383717617e-07,0.24667298011264516
49/2007,0.001515457668215801,0.0001262995079672772,0.00045337938164170723,0.31128722835487627
136/1805,0.001515457668215801,9.414317964716223e-05,5.9869605672234885e-05,0.2962852096865926
f/HenryFuchs,0.001515457668215801,0.00010879719142343646,0.00015980469555246292,0.2837729357798165
71/4292-12,0.001515457668215801,7.414607433897701e-05,5.595567813459934e-05,0.27763597094050657
36/5102,0.001515457668215801,7.59313891820032e-05,0.00034178805173132304,0.2985822021116139
129/8204,0.001515457668215801,4.719564349547053e-06,2.879054706246995e-05,0.27111123284669536
74/3148,0.001515457668215801,4.721021583148176e-06,1.229559327602608e-05,0.26408046743683466
38/8396,0.001515457668215801,6.051638933605606e-06,0.0006860413601179828,0.27965981973836634
84/1769,0.001515457668215801,4.337584098994058e-05,0.00042279283435348324,0.29193334316472497
266/7958,0.001515457668215801,6.960059303504684e-05,1.608412343072397e-05,0.3006500212623777
158/4825,0.001515457668215801,1.5947016612036513e-05,1.107889420284115e-06,0.2679915524990524
73/4566-1,0.001515457668215801,4.415775957455574e-05,0.000665988677352007,0.29752314536491525
133/5204,0.001515457668215801,1.539208726095744e-05,0.0003811029378680788,0.28256587399012245
184/2181,0.001515457668215801,2.9000413194455454e-05,7.56497030757592e-05,0.2734707410067967
122/5953,0.001515457668215801,4.703800169579267e-06,2.9738523659583912e-05,0.2636513771242875
20/10437,0.001515457668215801,2.2163772463189382e-05,6.507929803496909e-05,0.2754187767822361
82/2054,0.001515457668215801,3.526352505182381e-06,7.165269532841127e-05,0.2730708748310205
29/4283,0.001515457668215801,4.774811592222693e-06,0.0002242187492952623,0.2643979057591623
74/10171,0.001515457668215801,3.336764660433435e-05,0.00013579486304524777,0.27237953713640994
56/7681,0.001515457668215801,2.1142850411981637e-05,1.8374751963816927e-07,0.2563717364276834
53/7320,0.001515457668215801,2.2328047126739797e-05,,0.2637778488434069
151/9800,0.001515457668215801,2.2328047126739797e-05,,0.2637778488434069
182/1807,0.001515457668215801,2.2328047126739797e-05,,0.2637778488434069
73/1149,0.001515457668215801,1.748928979111068e-05,0.0003764797170483268,0.2736295026677356
182/7262,0.001515457668215801,4.289381512136509e-05,0.00017149491049697437,0.29501356144377217
98/6239,0.001515457668215801,8.893335964030138e-05,0.00024753740418583035,0.29159792599575773
1350363,0.001515457668215801,6.103117333349868e-05,0.00032700154171911796,0.2738793580520199
1776541,0.001515457668215801,2.5541938288150638e-05,5.915167068789021e-05,0.2677740504274429
79/128,0.001515457668215801,4.072834222650515e-06,8.185336713217715e-05,0.26446148502418043
30/3994,0.001515457668215801,2.024396104982468e-06,2.6375273293400508e-06,0.24315228339106296
16/3956,0.001515457668215801,5.77508058690268e-05,0.000620010351329008,0.2873900293255132
23/6504,0.001515457668215801,1.7352336398338445e-05,0.0006402217909164326,0.2980786604830452
352278,0.001515457668215801,2.8148621410707376e-06,4.9925511000302335e-05,0.2651344690881817
117/9758,0.001515457668215801,5.589968327672079e-05,9.980947435040416e-06,0.2843354112205912
76/1820-9,0.001515457668215801,2.1484915882999622e-05,5.259740730767703e-05,0.27555679287305124
72/8378,0.001515457668215801,3.359220963019603e-06,0.0008605246200426363,0.2744413020573393
07/954,0.001515457668215801,0.00011235982375850283,0.0002043925117255495,0.3036475749302083
84/6889,0.001515457668215801,6.116402012628116e-06,0.0007827103879543659,0.2898983686260727
38/4825,0.001515457668215801,5.095136519214642e-06,,0.27003137361887875
51/3802,0.001515457668215801,5.095136519214642e-06,,0.27003137361887875
