author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,1625574,49,4,0.2776359709405065,0.0005759894676211635,2014.0
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,29/3808,49,4,0.2776359709405065,0.0005759894676211635,2014.0
Chongyu Chen,123/2877,conf/mmsp/ChenCZCS13,1,1297587,29,2,0.2913575886023784,0.0003408917257349743,2013.0
Chongyu Chen,123/2877,conf/mmsp/ChenCZCS13,1,29/3808,29,3,0.2913575886023784,0.0003408917257349743,2013.0
Guangming Shi,97/3742,conf/mmsp/ChenCZCS13,1,1297587,111,2,0.2929615817202392,0.00130479246746835,2013.0
Guangming Shi,97/3742,conf/mmsp/ChenCZCS13,1,29/3808,111,2,0.2929615817202392,0.00130479246746835,2013.0
Hongyuan Zhu,133/4527,journals/corr/ZhuLCL15,2,179/6097,85,2,0.3051077340402577,0.0009991654030163041,2015.0
Qingyi Tao,179/0983,conf/vcip/HeWTCD15,2,179/0988,40,1,0.2885377798507462,0.00047019548377237835,2015.0
Qingyi Tao,179/0983,conf/vcip/HeWTCD15,2,58/111,40,1,0.2885377798507462,0.00047019548377237835,2015.0
Qingyi Tao,179/0983,conf/vcip/HeWTCD15,2,d/LingyuDuan,40,1,0.2885377798507462,0.00047019548377237835,2015.0
Lingyu Duan,d/LingyuDuan,conf/vcip/HeWTCD15,2,179/0988,91,1,0.326010342215342,0.0010696947255821607,2015.0
Lingyu Duan,d/LingyuDuan,conf/vcip/HeWTCD15,2,58/111,91,1,0.326010342215342,0.0010696947255821607,2015.0
Lingyu Duan,d/LingyuDuan,conf/vcip/HeWTCD15,2,179/0983,91,1,0.326010342215342,0.0010696947255821607,2015.0
Hao Yang,54/4089,journals/corr/YangZZGWC15,2,50/671-4,37,1,0.3089552704685208,0.00043493082248945,2015.0
Joey Tianyi Zhou,123/5110,journals/corr/YangZZGWC15,2,50/671-4,103,1,0.3349576988155668,0.0012107533707138743,2015.0
Yu Zhang 0004,50/671-4,journals/corr/YangZZGWC15,1,54/4089,32,1,0.2858628158844765,0.0003761563870179027,2015.0
Yu Zhang 0004,50/671-4,journals/corr/YangZZGWC15,1,123/5110,32,1,0.2858628158844765,0.0003761563870179027,2015.0
Yu Zhang 0004,50/671-4,journals/corr/YangZZGWC15,1,152/6672,32,1,0.2858628158844765,0.0003761563870179027,2015.0
Bin-Bin Gao,152/6672,journals/corr/YangZZGWC15,1,50/671-4,10,1,0.2751737559077009,0.00011754887094309459,2015.0
Chongyu Chen,123/2877,journals/corr/PhamCDPCC15,1,166/1429,29,1,0.2913575886023784,0.0003408917257349743,2015.0
Vladimir Pavlovic,98/2506,journals/corr/PhamCDPCC15,1,166/1429,35,1,0.2958247407274574,0.0004114210483008311,2015.0
Yu Zhang 0004,50/671-4,journals/tip/ZhangWCL14,1,42/6095,32,1,0.2858628158844765,0.0003761563870179027,2014.0
Jianxin Wu,w/JianxinWu,journals/tip/ZhangWCL14,2,42/6095,67,1,0.3156350648936509,0.0007875774353187338,2014.0
Juyong Zhang,38/5125,journals/tog/XiongZZCL14,5,154/0187,144,1,0.3085796233944382,0.0016927037415805622,2014.0
Juyong Zhang,38/5125,journals/tog/XiongZZCL14,5,07/1830,144,1,0.3085796233944382,0.0016927037415805622,2014.0
Joo-Hwee Lim,56/432,conf/apsipa/LuKLL13,1,16/1359,99,2,0.3089263420724095,0.0011637338223366364,2013.0
Joo-Hwee Lim,56/432,conf/apsipa/LuKLL13,1,83/3109,99,2,0.3089263420724095,0.0011637338223366364,2013.0
Joo-Hwee Lim,56/432,conf/miip/Lu0LZTWLW10,1,42/2718,99,17,0.3089263420724095,0.0011637338223366364,2010.0
Joo-Hwee Lim,56/432,conf/accv/LuKLLC14,1,83/6096,99,1,0.3089263420724095,0.0011637338223366364,2014.0
Teng Deng,147/4642,conf/apsipa/DaoDC14,1,160/0074,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Di Xu,95/7448,conf/cvpr/XuDZZCC14,1,132/5498,17,1,0.278706988793152,0.0001998330806032608,2014.0
Qi Duan,86/5155,conf/cvpr/XuDZZCC14,1,132/5498,17,1,0.292114272222878,0.0001998330806032608,2014.0
Jianming Zheng,132/5498,conf/cvpr/XuDZZCC14,1,95/7448,10,1,0.2718857299821453,0.00011754887094309459,2014.0
Jianming Zheng,132/5498,conf/cvpr/XuDZZCC14,1,86/5155,10,1,0.2718857299821453,0.00011754887094309459,2014.0
Jianming Zheng,132/5498,conf/cvpr/XuDZZCC14,1,38/5125,10,1,0.2718857299821453,0.00011754887094309459,2014.0
Juyong Zhang,38/5125,conf/cvpr/XuDZZCC14,5,132/5498,144,1,0.3085796233944382,0.0016927037415805622,2014.0
Koteswar Rao Jerripothula,158/9790,conf/icip/JernpothulaCMY14,1,46/7666,24,1,0.2705924164137893,0.00028211729026342703,2014.0
Junsong Yuan,42/3332,conf/icip/JernpothulaCMY14,3,46/7666,134,1,0.3245033112582781,0.0015751548706374676,2014.0
Teng Deng,147/4642,conf/icmcs/DengBMKCPG14,1,83/6046,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Teng Deng,147/4642,conf/icmcs/DengBMKCPG14,1,69/4524,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Teng Deng,147/4642,conf/icmcs/DengBMKCPG14,1,23/10490,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Teng Deng,147/4642,conf/icmcs/DengBMKCPG14,1,15/3519,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Teng Deng,147/4642,conf/icmcs/DengBMKCPG14,1,g/MarkusHGross,25,1,0.2830992763778852,0.0002938721773577365,2014.0
Markus H. Gross,g/MarkusHGross,conf/icmcs/DengBMKCPG14,1,147/4642,19,1,0.2833586212819559,0.0002233428547918797,2014.0
Markus H. Gross,g/MarkusHGross,conf/3dtv/KusterRAZBSPG12,1,83/6046,19,2,0.2833586212819559,0.0002233428547918797,2012.0
Markus H. Gross,g/MarkusHGross,conf/icmcs/DengBMKCPG14,1,69/4524,19,1,0.2833586212819559,0.0002233428547918797,2014.0
Markus H. Gross,g/MarkusHGross,conf/3dtv/KusterRAZBSPG12,1,23/10490,19,2,0.2833586212819559,0.0002233428547918797,2012.0
Markus H. Gross,g/MarkusHGross,conf/3dtv/KusterRAZBSPG12,1,15/3519,19,2,0.2833586212819559,0.0002233428547918797,2012.0
Markus H. Gross,g/MarkusHGross,conf/icmcs/DengBMKCPG14,1,83/6096,19,1,0.2833586212819559,0.0002233428547918797,2014.0
Teng Deng,147/4642,conf/iccvw/DengLCCF13,1,66/3387,25,1,0.2830992763778852,0.0002938721773577365,2013.0
Teng Deng,147/4642,conf/iccvw/DengLCCF13,1,f/HenryFuchs,25,1,0.2830992763778852,0.0002938721773577365,2013.0
Hui Li,66/3387,conf/iccvw/DengLCCF13,1,147/4642,27,1,0.3117087611009637,0.00031738195154635537,2013.0
Hui Li,66/3387,conf/iccvw/DengLCCF13,1,f/HenryFuchs,27,1,0.3117087611009637,0.00031738195154635537,2013.0
Hui Li,66/3387,conf/icmcs/LiCAZ13,1,83/6096,27,2,0.3117087611009637,0.00031738195154635537,2013.0
Hui Li,66/3387,conf/iccvw/DengLCCF13,1,29/3808,27,1,0.3117087611009637,0.00031738195154635537,2013.0
Henry Fuchs,f/HenryFuchs,conf/iccvw/DengLCCF13,1,147/4642,32,1,0.2837729357798165,0.0003761563870179027,2013.0
Henry Fuchs,f/HenryFuchs,conf/iccvw/DengLCCF13,1,66/3387,32,1,0.2837729357798165,0.0003761563870179027,2013.0
Hui Li,66/3387,conf/icmcs/LiCAZ13,1,27/7455,27,1,0.3117087611009637,0.00031738195154635537,2013.0
Hui Li,66/3387,conf/icmcs/LiCAZ13,1,1297587,27,1,0.3117087611009637,0.00031738195154635537,2013.0
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,33/7242,9,1,0.2706146106736657,0.00010579398384878514,2013.0
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,34/4366,9,1,0.2706146106736657,0.00010579398384878514,2013.0
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,34/4366,95,1,0.2955950425563685,0.0011167142739593986,2013.0
Ling-Yu Duan,d/LingyuDuan,conf/vcip/BaiDLWW019,2,g/WenGao,91,6,0.326010342215342,0.0010696947255821607,2019.0
Ling-Yu Duan,d/LingyuDuan,conf/iscas/GaoD0YWTCK13,2,s/JunSun7,91,1,0.326010342215342,0.0010696947255821607,2013.0
Ling-Yu Duan,d/LingyuDuan,conf/iscas/GaoD0YWTCK13,2,42/3332,91,1,0.326010342215342,0.0010696947255821607,2013.0
Ling-Yu Duan,d/LingyuDuan,conf/iscas/GaoD0YWTCK13,2,93/4472,91,1,0.326010342215342,0.0010696947255821607,2013.0
Ling-Yu Duan,d/LingyuDuan,journals/corr/abs-1810-03944,2,33/885,91,5,0.326010342215342,0.0010696947255821607,2018.0
Junsong Yuan,42/3332,conf/iscas/GaoD0YWTCK13,3,g/WenGao,134,1,0.3245033112582781,0.0015751548706374676,2013.0
Junsong Yuan,42/3332,conf/iscas/GaoD0YWTCK13,3,d/LingyuDuan,134,1,0.3245033112582781,0.0015751548706374676,2013.0
Junsong Yuan,42/3332,conf/iscas/GaoD0YWTCK13,3,s/JunSun7,134,1,0.3245033112582781,0.0015751548706374676,2013.0
Junsong Yuan,42/3332,conf/iscas/GaoD0YWTCK13,3,93/4472,134,1,0.3245033112582781,0.0015751548706374676,2013.0
Junsong Yuan,42/3332,conf/iscas/GaoD0YWTCK13,3,k/AlexChiChungKot,134,1,0.3245033112582781,0.0015751548706374676,2013.0
Junsong Yuan,42/3332,journals/tcsv/BoulgourisBCCCR16,3,33/885,134,2,0.3245033112582781,0.0015751548706374676,2016.0
Alex C. Kot,k/AlexChiChungKot,journals/tip/WanSDTGK18,3,g/WenGao,139,2,0.3417935702199661,0.0016339293061090148,2018.0
Alex C. Kot,k/AlexChiChungKot,conf/iscas/GaoD0YWTCK13,3,s/JunSun7,139,1,0.3417935702199661,0.0016339293061090148,2013.0
Alex C. Kot,k/AlexChiChungKot,conf/iscas/GaoD0YWTCK13,3,42/3332,139,1,0.3417935702199661,0.0016339293061090148,2013.0
Alex C. Kot,k/AlexChiChungKot,conf/iscas/GaoD0YWTCK13,3,93/4472,139,1,0.3417935702199661,0.0016339293061090148,2013.0
Alex C. Kot,k/AlexChiChungKot,conf/iscas/GaoD0YWTCK13,3,33/885,139,1,0.3417935702199661,0.0016339293061090148,2013.0
Yichao Jin,42/8333,conf/secon/JinHLW14,2,82/1364,74,2,0.295031148469403,0.0008698616449789,2014.0
Yichao Jin,42/8333,conf/infocom/JinWC12,2,33/885,74,25,0.295031148469403,0.0008698616449789,2012.0
Yichao Jin,42/8333,conf/iscas/JinLWC13,2,83/6096,74,1,0.295031148469403,0.0008698616449789,2013.0
Hongyuan Zhu,133/4527,conf/pcm/WangZCW13,2,w/JianxinWu,85,2,0.3051077340402577,0.0009991654030163041,2013.0
Jianxin Wu,w/JianxinWu,conf/pcm/WangZCW13,2,133/4527,67,2,0.3156350648936509,0.0007875774353187338,2013.0
Jianxin Wu,w/JianxinWu,conf/iscas/ZhuCZWM13,2,t/NadiaMagnenatThalmann,67,1,0.3156350648936509,0.0007875774353187338,2013.0
Jianxin Wu,w/JianxinWu,conf/iscas/ZhuCZWM13,2,1297587,67,1,0.3156350648936509,0.0007875774353187338,2013.0
Nadia Magnenat-Thalmann,t/NadiaMagnenatThalmann,conf/iscas/ZhuCZWM13,3,w/JianxinWu,220,1,0.3416637901277183,0.002586075160748081,2013.0
Anran Wang 0001,138/4209-1,journals/corr/abs-1811-04595,1,133/4527,38,3,0.2823965763195435,0.0004466857095837594,2018.0
Anran Wang 0001,138/4209-1,conf/pcm/WangZCW13,1,w/JianxinWu,38,1,0.2823965763195435,0.0004466857095837594,2013.0
Hongyuan Zhu,133/4527,journals/corr/abs-1811-04595,2,138/4209-1,85,3,0.3051077340402577,0.0009991654030163041,2018.0
Jianxin Wu,w/JianxinWu,conf/pcm/WangZCW13,2,138/4209-1,67,1,0.3156350648936509,0.0007875774353187338,2013.0
Juyong Zhang,38/5125,conf/iscas/AnhCZZ12,5,27/7455,144,2,0.3085796233944382,0.0016927037415805622,2012.0
Juyong Zhang,38/5125,journals/cgf/ZhangWCZT10,5,51/669,144,2,0.3085796233944382,0.0016927037415805622,2010.0
Di Xu,95/7448,conf/pcm/XuCCFZ12,1,122/2669,17,1,0.278706988793152,0.0001998330806032608,2012.0
Juyong Zhang,38/5125,conf/pcm/XuCCFZ12,5,122/2669,144,1,0.3085796233944382,0.0016927037415805622,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,09/3493-1,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,h/AnthonyTSHo,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,39/2405,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,625906,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,82/1447,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,14/3737,67,1,0.3156350648936509,0.0007875774353187338,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,09/3493-1,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,h/AnthonyTSHo,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,w/JianxinWu,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,39/2405,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,82/1447,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,14/3737,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Mohan S. Kankanhalli,625906,conf/pcm/2012,6,83/6096,32,1,0.3039552880481513,0.0003761563870179027,2012.0
Qi Duan,86/5155,conf/icmcs/DuanCZL11,1,14/3737,17,1,0.292114272222878,0.0001998330806032608,2011.0
Juyong Zhang,38/5125,journals/cgf/ZhangWCZT10,5,39/6462,144,1,0.3085796233944382,0.0016927037415805622,2010.0
Juyong Zhang,38/5125,journals/tcsv/GuanCZZ10,5,98/3846,144,1,0.3085796233944382,0.0016927037415805622,2010.0
Yusen Li,28/6239,journals/tpds/LiZT0L0G21,3,252/4918,77,1,0.2635390595878374,0.0009051263062618283,2021.0
Yusen Li,28/6239,conf/mm/LiDTCLW17,3,25/1221-1,77,6,0.2635390595878374,0.0009051263062618283,2017.0
Yusen Li,28/6239,conf/mm/LiDTCLW17,3,71/4292-1,77,6,0.2635390595878374,0.0009051263062618283,2017.0
Yusen Li,28/6239,conf/hpdc/LiSCTCTLWGZ19,3,45/1397,77,2,0.2635390595878374,0.0009051263062618283,2019.0
Yusen Li,28/6239,conf/icpads/LiCT13,3,23/2460,77,17,0.2635390595878374,0.0009051263062618283,2013.0
Yusen Li,28/6239,conf/simutools/LiC10,3,83/3179,77,24,0.2635390595878374,0.0009051263062618283,2010.0
Xiaoguang Liu 0001,25/1221-1,conf/mm/LiDTCLW17,1,28/6239,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Xiaoguang Liu 0001,25/1221-1,journals/tpds/LiZT0L0G21,1,252/4918,39,1,0.2635180107025904,0.0004584405966780689,2021.0
Xiaoguang Liu 0001,25/1221-1,conf/mm/LiDTCLW17,1,71/4292-1,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Xiaoguang Liu 0001,25/1221-1,conf/hpdc/LiSCTCTLWGZ19,1,45/1397,39,2,0.2635180107025904,0.0004584405966780689,2019.0
Xiaoguang Liu 0001,25/1221-1,conf/mm/LiDTCLW17,1,23/2460,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Xiaoguang Liu 0001,25/1221-1,conf/mm/LiDTCLW17,1,83/3179,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Gang Wang 0001,71/4292-1,conf/mm/LiDTCLW17,1,28/6239,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Gang Wang 0001,71/4292-1,journals/tpds/LiZT0L0G21,1,252/4918,39,1,0.2635180107025904,0.0004584405966780689,2021.0
Gang Wang 0001,71/4292-1,conf/mm/LiDTCLW17,1,25/1221-1,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Gang Wang 0001,71/4292-1,conf/hpdc/LiSCTCTLWGZ19,1,45/1397,39,2,0.2635180107025904,0.0004584405966780689,2019.0
Gang Wang 0001,71/4292-1,conf/mm/LiDTCLW17,1,23/2460,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Gang Wang 0001,71/4292-1,conf/mm/LiDTCLW17,1,83/3179,39,6,0.2635180107025904,0.0004584405966780689,2017.0
Yusen Li,28/6239,conf/icpp/Jaya0L20,3,191/9435,77,1,0.2635390595878374,0.0009051263062618283,2020.0
Yusen Li,28/6239,conf/icpp/LiTCTLWGCGL18,3,94/8174,77,2,0.2635390595878374,0.0009051263062618283,2018.0
Xiaoguang Liu 0001,25/1221-1,conf/icpp/LiTCTLWGCGL18,1,94/8174,39,2,0.2635180107025904,0.0004584405966780689,2018.0
Gang Wang 0001,71/4292-1,conf/icpp/LiTCTLWGCGL18,1,94/8174,39,2,0.2635180107025904,0.0004584405966780689,2018.0
Yusen Li,28/6239,conf/hpdc/LiSCTCTLWGZ19,3,243/3646,77,1,0.2635390595878374,0.0009051263062618283,2019.0
Yusen Li,28/6239,conf/hpdc/LiSCTCTLWGZ19,3,123/7895-2,77,1,0.2635390595878374,0.0009051263062618283,2019.0
Yusen Li,28/6239,conf/hpdc/LiSCTCTLWGZ19,3,67/7742,77,1,0.2635390595878374,0.0009051263062618283,2019.0
Yusen Li,28/6239,conf/hpdc/LiSCTCTLWGZ19,3,13/6769,77,1,0.2635390595878374,0.0009051263062618283,2019.0
Xiaoguang Liu 0001,25/1221-1,conf/hpdc/LiSCTCTLWGZ19,1,243/3646,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Xiaoguang Liu 0001,25/1221-1,conf/hpdc/LiSCTCTLWGZ19,1,123/7895-2,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Xiaoguang Liu 0001,25/1221-1,conf/hpdc/LiSCTCTLWGZ19,1,67/7742,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Xiaoguang Liu 0001,25/1221-1,conf/hpdc/LiSCTCTLWGZ19,1,13/6769,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Gang Wang 0001,71/4292-1,conf/hpdc/LiSCTCTLWGZ19,1,243/3646,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Gang Wang 0001,71/4292-1,conf/hpdc/LiSCTCTLWGZ19,1,123/7895-2,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Gang Wang 0001,71/4292-1,conf/hpdc/LiSCTCTLWGZ19,1,67/7742,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Gang Wang 0001,71/4292-1,conf/hpdc/LiSCTCTLWGZ19,1,13/6769,39,1,0.2635180107025904,0.0004584405966780689,2019.0
Joey Tianyi Zhou,123/5110,journals/asc/HuZZZCM18,2,25/3444,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,journals/asc/HuZZZCM18,2,56/443,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,journals/asc/HuZZZCM18,2,22/2383,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,journals/asc/HuZZZCM18,2,129/4146,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,journals/asc/HuZZZCM18,2,83/3179,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Jianfeng Ma 0001,12/6604-1,journals/isci/LuoHZCM17,1,53/803,15,2,0.2701124331404868,0.00017632330641464188,2017.0
Jianfeng Ma 0001,12/6604-1,journals/cgf/LuoCMZC18,1,179/8156,15,1,0.2701124331404868,0.00017632330641464188,2018.0
Jianfeng Ma 0001,12/6604-1,journals/cgf/LuoCMZC18,1,22/2383,15,1,0.2701124331404868,0.00017632330641464188,2018.0
Jianfeng Ma 0001,12/6604-1,journals/isci/LuoHZCM17,1,83/3179,15,2,0.2701124331404868,0.00017632330641464188,2017.0
Yunhua Deng,97/9078,conf/mm/LiDSTC15,3,28/6239,26,6,0.2593883487512775,0.00030562706445204596,2015.0
Yunhua Deng,97/9078,conf/mm/LiDSTC15,3,169/3157,26,2,0.2593883487512775,0.00030562706445204596,2015.0
Yunhua Deng,97/9078,conf/netgames/GuanDT17,3,23/2460,26,7,0.2593883487512775,0.00030562706445204596,2017.0
Yunhua Deng,97/9078,conf/mm/LiDSTC15,3,83/3179,26,6,0.2593883487512775,0.00030562706445204596,2015.0
Yusen Li,28/6239,conf/mm/LiDSTC15,3,97/9078,77,6,0.2635390595878374,0.0009051263062618283,2015.0
Yusen Li,28/6239,conf/mm/LiDSTC15,3,169/3157,77,2,0.2635390595878374,0.0009051263062618283,2015.0
Ronald Seet,169/3157,conf/mm/LiDSTC15,1,97/9078,8,2,0.259367957654211,9.403909675447567e-05,2015.0
Ronald Seet,169/3157,conf/mm/LiDSTC15,1,28/6239,8,2,0.259367957654211,9.403909675447567e-05,2015.0
Ronald Seet,169/3157,conf/mm/LiDSTC15,1,23/2460,8,2,0.259367957654211,9.403909675447567e-05,2015.0
Ronald Seet,169/3157,conf/mm/LiDSTC15,1,83/3179,8,2,0.259367957654211,9.403909675447567e-05,2015.0
Yunhua Deng,97/9078,conf/mm/LiDTCLW17,3,25/1221-1,26,2,0.2593883487512775,0.00030562706445204596,2017.0
Yunhua Deng,97/9078,conf/mm/LiDTCLW17,3,71/4292-1,26,2,0.2593883487512775,0.00030562706445204596,2017.0
Xiaoguang Liu 0001,25/1221-1,conf/mm/LiDTCLW17,1,97/9078,39,2,0.2635180107025904,0.0004584405966780689,2017.0
Gang Wang 0001,71/4292-1,conf/mm/LiDTCLW17,1,97/9078,39,2,0.2635180107025904,0.0004584405966780689,2017.0
Rick Siow Mong Goh,24/2670,journals/tomacs/LiCTLDG15,1,95/6812,62,3,0.3221900328765339,0.0007288029998471865,2015.0
Rick Siow Mong Goh,24/2670,conf/icpads/LiRLGCZG18,1,120/8903,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/icpads/LiRLGCZG18,1,16/10811,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/icpads/LiRLGCZG18,1,236/2895,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/icpads/LiRLGCZG18,1,54/3262-2,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/dsrt/DuongLGTC12,1,83/3179,62,5,0.3221900328765339,0.0007288029998471865,2012.0
Yusen Li,28/6239,conf/icpp/LiTCTLWGCGL18,3,224/2364,77,1,0.2635390595878374,0.0009051263062618283,2018.0
Yusen Li,28/6239,conf/icpp/LiTCTLWGCGL18,3,185/4253,77,1,0.2635390595878374,0.0009051263062618283,2018.0
Yusen Li,28/6239,conf/icpp/LiTCTLWGCGL18,3,37/4960,77,1,0.2635390595878374,0.0009051263062618283,2018.0
Yusen Li,28/6239,conf/icpp/LiTCTLWGCGL18,3,53/5842,77,1,0.2635390595878374,0.0009051263062618283,2018.0
Xiaoguang Liu 0001,25/1221-1,conf/icpp/LiTCTLWGCGL18,1,224/2364,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Xiaoguang Liu 0001,25/1221-1,conf/icpp/LiTCTLWGCGL18,1,185/4253,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Xiaoguang Liu 0001,25/1221-1,conf/icpp/LiTCTLWGCGL18,1,37/4960,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Xiaoguang Liu 0001,25/1221-1,conf/icpp/LiTCTLWGCGL18,1,53/5842,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Gang Wang 0001,71/4292-1,conf/icpp/LiTCTLWGCGL18,1,224/2364,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Gang Wang 0001,71/4292-1,conf/icpp/LiTCTLWGCGL18,1,185/4253,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Gang Wang 0001,71/4292-1,conf/icpp/LiTCTLWGCGL18,1,37/4960,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Gang Wang 0001,71/4292-1,conf/icpp/LiTCTLWGCGL18,1,53/5842,39,1,0.2635180107025904,0.0004584405966780689,2018.0
Jianfeng Ma 0001,12/6604-1,journals/isci/LuoHZCM17,1,193/6959,15,1,0.2701124331404868,0.00017632330641464188,2017.0
Jianfeng Ma 0001,12/6604-1,journals/isci/LuoHZCM17,1,56/443,15,1,0.2701124331404868,0.00017632330641464188,2017.0
Yusen Li,28/6239,conf/ipps/TangLRC16,3,182/7021,77,2,0.2635390595878374,0.0009051263062618283,2016.0
Rick Siow Mong Goh,24/2670,conf/grid/JinTLKGH10,1,t/StephenJohnTurner,62,3,0.3221900328765339,0.0007288029998471865,2010.0
Rick Siow Mong Goh,24/2670,journals/corr/ZhouXPTQG16,1,95/6861,62,4,0.3221900328765339,0.0007288029998471865,2016.0
Ta Nguyen Binh Duong,71/3256,conf/dsrt/DuongZCLZ16,1,56/443,89,1,0.2958954889240979,0.0010461849513935418,2016.0
Ta Nguyen Binh Duong,71/3256,conf/pads/LiLDCT13,1,95/6812,89,4,0.2958954889240979,0.0010461849513935418,2013.0
Duong Nguyen Binh Ta,71/3256,conf/pads/TaZCTA10,1,22/2383,89,6,0.2958954889240979,0.0010461849513935418,2010.0
Duong Nguyen Binh Ta,71/3256,conf/pads/TaZCTA10,1,83/3179,89,10,0.2958954889240979,0.0010461849513935418,2010.0
Ta Nguyen Binh Duong,71/3256,conf/pads/LiLDCT13,1,t/StephenJohnTurner,89,2,0.2958954889240979,0.0010461849513935418,2013.0
Ta Nguyen Binh Duong,71/3256,conf/dsrt/DuongLGTC12,1,13/3578,89,3,0.2958954889240979,0.0010461849513935418,2012.0
Ta Nguyen Binh Duong,71/3256,conf/dsrt/DuongLGTC12,1,24/2670,89,2,0.2958954889240979,0.0010461849513935418,2012.0
Rick Siow Mong Goh,24/2670,conf/dsrt/DuongLGTC12,1,13/3578,62,2,0.3221900328765339,0.0007288029998471865,2012.0
Rick Siow Mong Goh,24/2670,conf/dsrt/DuongLGTC12,1,71/3256,62,2,0.3221900328765339,0.0007288029998471865,2012.0
Rick Siow Mong Goh,24/2670,conf/dsrt/DuongLGTC12,1,23/2460,62,2,0.3221900328765339,0.0007288029998471865,2012.0
Ta Nguyen Binh Duong,71/3256,conf/cloudcom/KarakusLCD14,1,00/10377-3,89,1,0.2958954889240979,0.0010461849513935418,2014.0
Duong Nguyen Binh Ta,71/3256,conf/IEEEcit/TaNZTCA10,1,50/8378,89,3,0.2958954889240979,0.0010461849513935418,2010.0
Duong Nguyen Binh Ta,71/3256,conf/pads/TaZCTA10,1,1396383,89,4,0.2958954889240979,0.0010461849513935418,2010.0
Duong Nguyen Binh Ta,71/3256,conf/pads/TaZCTA10,1,23/2460,89,6,0.2958954889240979,0.0010461849513935418,2010.0
