author,author-pid,paper,conference,year,title,Faculty,Position,Gender,Management,Area
Douglas L. Maskell,63/6663,conf/icpads/OliverSMNC05,ICPADS (2),2005,Multiple Sequence Alignment on an FPGA.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,conf/iscas/OliverSMV05,ISCAS (5),2005,A reconfigurable architecture for scanning biosequence databases.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,conf/iscas/MaskellWK04,ISCAS (3),2004,A hardware efficient implementation of an adaptive subsample delay estimator.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,conf/ersa/OliverM03,Engineering of Reconfigurable Systems and Algorithms,2003,Towards Run-Time Re-Configurable Techniques for Real-Time Embedded Applications.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,journals/tim/MaskellW02,,2002,The discrete-time quadrature subsample estimation of delay.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,journals/tim/MaskellW00,,2000,A frequency modulated envelope delay FSCW radar for multiple-target applications.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Douglas L. Maskell,63/6663,journals/tim/MaskellW99,,1999,The estimation of subsample time delay of arrival in the discrete-time measurement of phase delay.,Douglas Leslie Maskell,Associate Professor,M,N,Computer Architecture
Dusit Tao Niyato,76/440,journals/comsur/Niyato21,,2021,Editorial: First Quarter 2021 IEEE Communications Surveys and Tutorials.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/iotj/MollahZNLZGKY21,,2021,Blockchain for Future Smart Grid: A Comprehensive Survey.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/MollahZNLZGKY21,,2021,Blockchain for Future Smart Grid: A Comprehensive Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/iotj/MollahZNLZGKY21,,2021,Blockchain for Future Smart Grid: A Comprehensive Survey.,Lam Kwok Yan,Professor,M,N,Cyber Security
Dusit Niyato,76/440,journals/iotj/JiZNW21,,2021,Joint Trajectory Design and Resource Allocation for Secure Transmission in Cache-Enabled UAV-Relaying Networks With D2D Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/iotj/ZhaoZJTNLLL21,,2021,Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Rui Tan,00/5179,journals/iotj/ZhaoZJTNLLL21,,2021,Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices.,Tan Rui,Assistant Professor,M,N,Computer Architecture
Dusit Niyato,76/440,journals/iotj/ZhaoZJTNLLL21,,2021,Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/LeungWYNTP21,,2021,Guest Editorial: Special Issue on Blockchain and Edge Computing Techniques for Emerging IoT Applications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/iotj/MollahZNGYSLK21,,2021,Blockchain for the Internet of Vehicles Towards Intelligent Transportation Systems: A Survey.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/MollahZNGYSLK21,,2021,Blockchain for the Internet of Vehicles Towards Intelligent Transportation Systems: A Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/iotj/MollahZNGYSLK21,,2021,Blockchain for the Internet of Vehicles Towards Intelligent Transportation Systems: A Survey.,Lam Kwok Yan,Professor,M,N,Cyber Security
Dusit Niyato,76/440,journals/network/KangXNXK21,,2021,Securing Data Sharing from the Sky: Integrating Blockchains into Drones in 5G and Beyond.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/TanLLN21,,2021,Toward Smart Security Enhancement of Federated Learning Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tccn/XiongZLKNLM21,,2021,UAV-Assisted Wireless Energy and Data Transfer With Deep Reinforcement Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/tccn/XiongZLKNLM21,,2021,UAV-Assisted Wireless Energy and Data Transfer With Deep Reinforcement Learning.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/tccn/AsheralievaN21,,2021,Bayesian Reinforcement Learning and Bayesian Deep Learning for Blockchains With Mobile Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tcss/LinCWN21,,2021,Modeling of Multilayer Multicontent Latent Tree and Its Applications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmc/SanguanpuakNRL21,,2021,Radio Resource Sharing and Edge Caching with Latency Constraint for Local 5G Operator: Geometric Programming Meets Stackelberg Game.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmc/AsheralievaN21,,2021,Learning-Based Mobile Edge Computing Resource Management to Support Public Blockchain Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmc/FengNLWK21,,2021,Dynamic Model for Network Selection in Next Generation HetNets With Memory-Affecting Rational Users.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/twc/YangXZNXW21,,2021,Deep Reinforcement Learning-Based Intelligent Reflecting Surface for Secure Wireless Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/YangXZNXW21,,2021,Deep Reinforcement Learning-Based Intelligent Reflecting Surface for Secure Wireless Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wcl/AnhLN21,,2021,A Deep Reinforcement Learning Approach for Backscatter-Assisted Relay Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2102-01639,,2021,Ambient Backscatter-Assisted Wireless-Powered Relaying.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2102-02946,,2021,Learning Rate Optimization for Federated Learning Exploiting Over-the-air Computation.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2102-07572,,2021,Transfer Learning for Future Wireless Networks: A Comprehensive Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2102-08667,,2021,A Game-theoretic Approach Towards Collaborative Coded Computation Offloading.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2102-12169,,2021,"Digital-Twin-Enabled 6G: Vision, Architectural Trends, and Future Directions.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2103-06424,,2021,Dynamic Network Service Selection in Intelligent Reflecting Surface-Enabled Wireless Systems: Game Theory Approaches.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,books/sp/WangHLNYC20,,2020,Edge AI - Convergence of Edge Computing and Artificial Intelligence,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/cm/ChengCDLVN20,,2020,"Spectrum Intelligent Radio: Technology, Development, and Future Trends.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/cm/LuongJWNKH20,,2020,A Machine-Learning-Based Auction for Resource Trading in Fog Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/comsur/WangHLNYC20,,2020,Convergence of Edge Computing and Deep Learning: A Comprehensive Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/comsur/LimLHJLYNM20,,2020,Federated Learning in Mobile Edge Networks: A Comprehensive Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/comsur/LimLHJLYNM20,,2020,Federated Learning in Mobile Edge Networks: A Comprehensive Survey.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/comsur/GongLHNSKL20,,2020,Toward Smart Wireless Communications via Intelligent Reflecting Surfaces: A Contemporary Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Han Yu 0001,35/1096-1,journals/expert/YuLLCCWNY20,,2020,A Sustainable Incentive Scheme for Federated Learning.,Yu Han,Assistant Professor,M,N,AI/ML
Dusit Niyato,76/440,journals/expert/YuLLCCWNY20,,2020,A Sustainable Incentive Scheme for Federated Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/icl/ChenZWN20,,2020,Active Learning-Based Fault Diagnosis in Self-Organizing Cellular Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/icl/ZhaoYPLN20,,2020,Spatial-Temporal Attention-Convolution Network for Citywide Cellular Traffic Prediction.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/AsheralievaN20,,2020,Distributed Dynamic Resource Management and Pricing in the IoT Systems With Blockchain-as-a-Service and UAV-Enabled Mobile Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/XiongFNWZL20,,2020,A Stackelberg Game Approach for Sponsored Content Management in Mobile Data Market With Network Effects.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/TaghizadehKN20,,2020,Mean Field Game for Equilibrium Analysis of Mining Computational Power in Blockchains.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/LiuYKNZ20,,2020,Privacy-Preserving Traffic Flow Prediction: A Federated Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/ZhanHSLN20,,2020,Completion Time and Energy Optimization in the UAV-Enabled Mobile-Edge Computing System.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/LeeKN20,,2020,Market Analysis of Distributed Learning Resource Management for Internet of Things: A Game-Theoretic Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/GongZHXCN20,,2020,Capitalizing Backscatter-Aided Hybrid Relay Communications With Wireless Energy Harvesting.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/ZhangNWH20,,2020,Data Services Sales Design With Mixed Bundling Strategy: A Multidimensional Adverse Selection Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/iotj/LimXMN0LP20,,2020,Hierarchical Incentive Mechanism Design for Federated Machine Learning in Mobile Networks.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/iotj/LimXMN0LP20,,2020,Hierarchical Incentive Mechanism Design for Federated Machine Learning in Mobile Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/0001ZSLNH20,,2020,Guest Editorial Special Issue on Internet of Things for Smart Ocean.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/AsheralievaN20a,,2020,Reputation-Based Coalition Formation for Secure Self-Organized and Scalable Sharding in IoT Blockchains With Mobile-Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/jsac/Karimzadeh-Farshbafan20,,2020,A Dynamic Reliability-Aware Service Placement for Network Function Virtualization (NFV).,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/jsac/AlsheikhHNLWH20,,2020,Optimal Pricing of Internet of Things: A Machine Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/jsac/FengNLWK20,,2020,Dynamic Game and Pricing for Data Sponsored 5G Systems With Memory Effect.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/ZhangXNWH20,,2020,Information Trading in Internet of Things for Smart Cities: A Market-Oriented Analysis.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/XiongZLNWG20,,2020,The Best of Both Worlds: A General Architecture for Data Management in Blockchain-enabled Internet-of-Things.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/GongXXNL20,,2020,Deep Reinforcement Learning for Backscatter-Aided Data Offloading in Mobile Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/LuHSFJN20,,2020,Intelligent Reflecting Surface Enabled Covert Communications in Wireless Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/QiuYWZYN20,,2020,AI-Chain: Blockchain Energized Edge Intelligence for Beyond 5G Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/network/YangAXNZW20,,2020,Artificial-Intelligence-Enabled Intelligent 6G Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/network/YangAXNZW20,,2020,Artificial-Intelligence-Enabled Intelligent 6G Networks.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/sj/WangLLYWN20,,2020,Traffic-Aware Multiple Association in Ultradense Networks: A State-Based Potential Game.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tcc/ZhangXBYNH20,,2020,Distributed Resource Allocation for Data Center Networks: A Hierarchical Game Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tccn/XuGZLZN20,,2020,Redundant Sniffer Deployment for Multi-Channel Wireless Network Forensics With Unreliable Conditions.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tccn/DandachiDHN20,,2020,An Artificial Intelligence Framework for Slice Deployment and Orchestration in 5G Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tcom/ZhangXNWPK20,,2020,A Game-Theoretic Analysis for Complementary and Substitutable IoT Services Delivery With Externalities.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tcom/TanZLN20,,2020,Intelligent Sharing for LTE and WiFi Systems in Unlicensed Bands: A Deep Reinforcement Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tcom/JiZNW20,,2020,Probabilistic Cache Placement in UAV-Assisted Networks With D2D Connections: Performance Analysis and Trajectory Optimization.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmc/NdikumanaTHHSNH20,,2020,"Joint Communication, Computation, Caching, and Control in Big Data Multi-Access Edge Computing.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmc/AsghariYN20,,2020,An Analysis of Service Bundles of Mobile Network Operators with Free Services Included.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tmm/ZhanHWFN20,,2020,Unmanned Aircraft System Aided Adaptive Video Streaming: A Joint Optimization Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/tnse/XiongZNDZ20,,2020,Reward Optimization for Content Providers With Mobile Data Subsidization: A Hierarchical Game Approach.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tnse/XiongZNDZ20,,2020,Reward Optimization for Content Providers With Mobile Data Subsidization: A Hierarchical Game Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tnsm/Karimzadeh-Farshbafan20,,2020,Reliability Aware Service Placement Using a Viterbi-Based Algorithm.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tnsm/CaoXDLXGZN20,,2020,Reliable and Efficient Multimedia Service Optimization for Edge Computing-Based 5G Networks: Game Theoretic Approaches.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/ton/AsheralievaN20,,2020,Combining Contract Theory and Lyapunov Optimization for Content Sharing With Edge Caching and Device-to-Device Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tsc/XiongKNWP20,,2020,Cloud/Edge Computing Service Management in Blockchain Networks: Multi-Leader Multi-Follower Game-Based ADMM for Pricing.,Dusit Niyato,Professor,M,N,Computer Networks
Yonggang Wen 0001,33/885,journals/tsc/HuWYQN20,,2020,Coordinating Workload Scheduling of Geo-Distributed Data Centers and Electricity Generation of Smart Grid.,Wen Yonggang,Professor,M,N,Multimedia
Dusit Niyato,76/440,journals/tsc/HuWYQN20,,2020,Coordinating Workload Scheduling of Geo-Distributed Data Centers and Electricity Generation of Smart Grid.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tvt/JiaoWNLK20,,2020,Mechanism Design for Wireless Powered Spatial Crowdsourcing Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tvt/LiLN20,,2020,A Bandit Approach for Mode Selection in Ambient Backscatter-Assisted Wireless-Powered Relaying.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tvt/LiuWLWGN20,,2020,Robust Secure Transmission and Power Transfer in Heterogeneous Networks With Confidential Information.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tvt/ZouGXCHN20,,2020,Wireless Powered Intelligent Reflecting Surfaces for Enhancing Wireless Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/tvt/AhnLNP20,,2020,Novel QoS-Guaranteed Orchestration Scheme for Energy-Efficient Mobile Augmented Reality Applications in Multi-Access Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/XiongNWHZ20,,2020,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/JiZNW20,,2020,"Joint Cache Placement, Flight Trajectory, and Transmission Power Optimization for Multi-UAV Assisted Wireless Networks.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/XiongKNWPX20,,2020,A Multi-Dimensional Contract Approach for Data Rewarding in Mobile Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/IdreesZDN20,,2020,Design of Ambient Backscatter Training for Wireless Power Transfer.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/twc/JiangFZNY20,,2020,Deep Learning-Based Edge Caching in Fog Radio Access Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wc/KangXNZZG20,,2020,Reliable Federated Learning for Mobile Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wc/HoangNAGDNH20,,2020,"""Borrowing Arrows with Thatched Boats"": The Art of Defeating Reactive Jammers in IoT Networks.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wc/LiuPKINE20,,2020,A Secure Federated Learning Framework for 5G Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wcl/GaoNWYA20,,2020,Contract Design for Time Resource Assignment and Pricing in Backscatter-Assisted RF-Powered Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wcl/ZhangZN20,,2020,A Generative Adversarial Learning-Based Approach for Cell Outage Detection in Self-Organizing Cellular Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wcl/LyuHGNK20,,2020,IRS-Based Wireless Jamming Attacks: When Jammers Can Attack Without Power.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/wcl/HieuHLN20,,2020,iRDRC: An Intelligent Real-Time Dual-Functional Radar-Communication System for Automotive Vehicles.,Dusit Niyato,Professor,M,N,Computer Networks
Han Yu 0001,35/1096-1,conf/aies/0001LLCCWNY20,AIES,2020,A Fairness-aware Incentive Scheme for Federated Learning.,Yu Han,Assistant Professor,M,N,AI/ML
Dusit Niyato,76/440,conf/aies/0001LLCCWNY20,AIES,2020,A Fairness-aware Incentive Scheme for Federated Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/blocksys/KangXJLG0NLM20,BlockSys,2020,Scalable and Communication-Efficient Decentralized Federated Edge Learning with Multi-blockchain Framework.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/blocksys/KangXJLG0NLM20,BlockSys,2020,Scalable and Communication-Efficient Decentralized Federated Edge Learning with Multi-blockchain Framework.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,conf/ccnc/KangXNCL20,CCNC,2020,Training Task Allocation in Federated Edge Learning: A Matching-Theoretic Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/ChenJFZNY20,GLOBECOM,2020,Hierarchical Cooperative Caching in Fog Radio Access Networks: A Brain Storm optimization Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/GaoYXNX020,GLOBECOM,2020,A Stackelberg Game Approach to Resource Allocation for IRS-aided Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/globecom/GaoYXNX020,GLOBECOM,2020,A Stackelberg Game Approach to Resource Allocation for IRS-aided Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/GaoYXNXZ20,GLOBECOM,2020,Resource Allocation for Intelligent Reflecting Surface Aided Cooperative Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/globecom/GaoYXNXZ20,GLOBECOM,2020,Resource Allocation for Intelligent Reflecting Surface Aided Cooperative Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/Ji0Y0N20,GLOBECOM,2020,Joint Resource Allocation and Trajectory Design for UAV-assisted Mobile Edge Computing Systems.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/JiWZXN20,GLOBECOM,2020,Peer Effect-based Demand Response in Smart Grid: A Game Theoretical Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/globecom/JiaZZN20,GLOBECOM,2020,Intelligent Reflecting Surface-Aided Backscatter Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/JiaZZN20,GLOBECOM,2020,Intelligent Reflecting Surface-Aided Backscatter Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/LimHXKN0LM20,GLOBECOM,2020,Multi-Dimensional Contract-Matching for Federated Learning in UAV-Enabled Internet of Vehicles.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/globecom/LimHXKN0LM20,GLOBECOM,2020,Multi-Dimensional Contract-Matching for Federated Learning in UAV-Enabled Internet of Vehicles.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,conf/globecom/LinZDGHN20,GLOBECOM,2020,Deep Reinforcement Learning for Robust Beamforming in IRS-assisted Wireless Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/LiuKXLKN20,GLOBECOM,2020,Communication-Efficient Federated Learning for Anomaly Detection in Industrial Internet of Things.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Tao Niyato,76/440,conf/globecom/MaiYXGN20,GLOBECOM,2020,Multi-agent Actor-Critic Reinforcement Learning Based In-network Load Balance.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/NgLDXHN0LM20,GLOBECOM,2020,Communication-Efficient Federated Learning in UAV-enabled IoV: A Joint Auction-Coalition Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/globecom/NgLDXHN0LM20,GLOBECOM,2020,Communication-Efficient Federated Learning in UAV-enabled IoV: A Joint Auction-Coalition Approach.,Miao Chunyan,Professor,F,Y,AI/ML
Jun Zhao 0007,47/2026-7,conf/globecom/YangX0NWTS20,GLOBECOM,2020,Intelligent Reflecting Surface Assisted Anti-Jamming Communications Based on Reinforcement Learning.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/YangX0NWTS20,GLOBECOM,2020,Intelligent Reflecting Surface Assisted Anti-Jamming Communications Based on Reinforcement Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/globecom/YangZXZNLW20,GLOBECOM,2020,Deep Reinforcement Learning Based Intelligent Reflecting Surface for Secure Wireless Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/globecom/YangZXZNLW20,GLOBECOM,2020,Deep Reinforcement Learning Based Intelligent Reflecting Surface for Secure Wireless Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,conf/globecom/YangZXZNLW20,GLOBECOM,2020,Deep Reinforcement Learning Based Intelligent Reflecting Surface for Secure Wireless Communications.,Lam Kwok Yan,Professor,M,N,Cyber Security
Dusit Niyato,76/440,conf/icc/0006CPLN20,ICC,2020,Deep Reinforcement Learning for Trajectory Design and Power Allocation in UAV Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/GaoYXNXZ20,ICC,2020,Reconfigurable Intelligent Surface for MISO Systems with Proportional Rate Constraints.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/icc/GaoYXNXZ20,ICC,2020,Reconfigurable Intelligent Surface for MISO Systems with Proportional Rate Constraints.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/icc/HanZNRP20,ICC,2020,Intelligent Reflecting Surface Aided Network: Power Control for Physical-Layer Broadcasting.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/HanZNRP20,ICC,2020,Intelligent Reflecting Surface Aided Network: Power Control for Physical-Layer Broadcasting.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/Idrees0DN20,ICC,2020,A Retrodirective Wireless Power Transfer Scheme for Ambient Backscatter Systems.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/Ji0N020,ICC,2020,Joint Cache and Trajectory Optimization for Secure UAV-relaying with Underlaid D2D Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/LiNHPWH20,ICC,2020,A Contract-Theoretic Cyber Insurance for Withdraw Delay in the Blockchain Networks with Shards.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icc/XiaXLKN20,ICC,2020,A Generative Learning Approach for Spatio-temporal Modeling in Connected Vehicular Network.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/iccchina/MaiYZXN20,ICCC,2020,A Distributed Reinforcement Learning Approach to In-network Congestion Control.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/icpads/ZhuZ0NY20,ICPADS,2020,Robust Federated Learning Approach for Travel Mode Identification from Non-IID GPS Trajectories.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/iotdi/SuankaewmaneeNN20,IoTDI,2020,"Demo Abstract: Distributed, Scalable, and Transparent Data Management Framework for Energy Market: A Blockchain Approach.",Dusit Niyato,Professor,M,N,Computer Networks
