author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year
Aston Zhang,142/9150,journals/corr/abs-1905-10847,1,40/10147,50,2,0.28766565914903514,0.0005301046426564604,2019.0
Xiaokui Xiao,33/1903,journals/corr/abs-1907-00782,7,46/2005,175,2,0.3260318192298824,0.0018553662492976114,2019.0
Xiaokui Xiao,33/1903,journals/corr/abs-1906-06826,7,56/2998-1,175,6,0.3260318192298824,0.0018553662492976114,2019.0
Xiaokui Xiao,33/1903,journals/corr/NguyenXYHSS16,7,78/10034,175,3,0.3260318192298824,0.0018553662492976114,2016.0
Xiaokui Xiao,33/1903,journals/corr/NguyenXYHSS16,7,70/5871,175,3,0.3260318192298824,0.0018553662492976114,2016.0
Xiaokui Xiao,33/1903,journals/corr/abs-1907-00782,7,49/6363,175,2,0.3260318192298824,0.0018553662492976114,2019.0
Xiaokui Xiao,33/1903,journals/corr/abs-1904-02707,7,47/2026-7,175,4,0.3260318192298824,0.0018553662492976114,2019.0
Xiaokui Xiao,33/1903,journals/corr/NguyenXYHSS16,7,65/3225,175,3,0.3260318192298824,0.0018553662492976114,2016.0
Yi Tay,188/6350,journals/corr/abs-1811-04210,9,91/1388,209,5,0.31263423878711305,0.0022158374063040043,2018.0
Jian Su,91/1388,journals/corr/abs-1811-04210,1,188/6350,24,5,0.2815931721194879,0.00025445022847510096,2018.0
Jian Su,91/1388,journals/corr/abs-1811-04210,1,81/8329,24,5,0.2815931721194879,0.00025445022847510096,2018.0
Jian Su,91/1388,journals/corr/abs-1811-04210,1,65/3225,24,5,0.2815931721194879,0.00025445022847510096,2018.0
Yi Tay,188/6350,conf/wsdm/TayLHB17,9,65/1685,209,1,0.31263423878711305,0.0022158374063040043,2017.0
Yi Tay,188/6350,journals/corr/TayPLH17,9,188/6026,209,1,0.31263423878711305,0.0022158374063040043,2017.0
Yi Tay,188/6350,conf/emnlp/LuuTHN16,9,00/5480,209,1,0.31263423878711305,0.0022158374063040043,2016.0
Xiaokui Xiao,33/1903,journals/corr/NguyenXYHSS16,7,182/2417,175,1,0.3260318192298824,0.0018553662492976114,2016.0
Chi-Wing Fu,38/803,conf/IEEEicics/TangHF11,8,93/509,98,5,0.29559504255636854,0.0010390050996066623,2011.0
Chi-Wing Fu,38/803,conf/IEEEicics/TangHF11,8,65/3225,98,5,0.29559504255636854,0.0010390050996066623,2011.0
Kuiyu Chang,34/6669,conf/isi/NguyenCH11,2,31/9924,74,8,0.32126975883670356,0.0007845548711315613,2011.0
Kuiyu Chang,34/6669,conf/ifip12/ZhouHC04,2,65/3225,74,10,0.32126975883670356,0.0007845548711315613,2004.0
Maylor K. H. Leung,24/2634,journals/tce/FongHL01,1,62/6025,49,2,0.2814570478004948,0.0005195025498033311,2001.0
Maylor K. H. Leung,24/2634,conf/icdar/TingLHC95,1,65/3225,49,7,0.2814570478004948,0.0005195025498033311,1995.0
Kuiyu Chang,34/6669,conf/ifip12/ZhouHC04,2,73/5686,74,2,0.32126975883670356,0.0007845548711315613,2004.0
Maylor K. H. Leung,24/2634,conf/icarcv/YuanHLG02,1,34/2544,49,2,0.2814570478004948,0.0005195025498033311,2002.0
Maylor K. H. Leung,24/2634,conf/icarcv/YuanHLG02,1,22/6786,49,3,0.2814570478004948,0.0005195025498033311,2002.0
Maylor K. H. Leung,24/2634,journals/tsmc/GaoLHT03,1,39/4491,49,1,0.2814570478004948,0.0005195025498033311,2003.0
Maylor K. H. Leung,24/2634,journals/pr/WangLH97,1,64/7012,49,1,0.2814570478004948,0.0005195025498033311,1997.0
Maylor K. H. Leung,24/2634,conf/icdar/TingLHC95,1,82/1346,49,1,0.2814570478004948,0.0005195025498033311,1995.0
Maylor K. H. Leung,24/2634,conf/icdar/TingLHC95,1,39/1486,49,1,0.2814570478004948,0.0005195025498033311,1995.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2101-11802,7,72/7720,214,1,0.3360494330141916,0.0022688478705696503,2021.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-07785,7,62/2078,214,11,0.3360494330141916,0.0022688478705696503,2020.0
Hui Li,66/3387,journals/corr/abs-2103-00740,1,43/1941,27,1,0.3117087611009637,0.0002862565070344886,2021.0
Hui Li,66/3387,journals/corr/abs-2103-00740,1,00/4516,27,1,0.3117087611009637,0.0002862565070344886,2021.0
Hui Li,66/3387,journals/corr/abs-2103-00740,1,27/7017,27,1,0.3117087611009637,0.0002862565070344886,2021.0
Hui Li,66/3387,conf/sigmod/LiLB20,1,b/SSBhowmick,27,3,0.3117087611009637,0.0002862565070344886,2020.0
Hui Li,66/3387,journals/corr/abs-2103-00740,1,62/2078,27,1,0.3117087611009637,0.0002862565070344886,2021.0
Siyuan Liu,00/4516,journals/corr/abs-2103-00740,1,43/1941,122,1,0.3309039850227333,0.0012934553280817634,2021.0
Siyuan Liu,00/4516,journals/corr/abs-2103-00740,1,66/3387,122,1,0.3309039850227333,0.0012934553280817634,2021.0
Siyuan Liu,00/4516,journals/corr/abs-2103-00740,1,27/7017,122,1,0.3309039850227333,0.0012934553280817634,2021.0
Siyuan Liu,00/4516,journals/corr/abs-1805-05670,1,b/SSBhowmick,122,3,0.3309039850227333,0.0012934553280817634,2018.0
Siyuan Liu,00/4516,conf/sigmod/LiuBZWHJ19,1,62/2078,122,2,0.3309039850227333,0.0012934553280817634,2019.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-01838,7,79/3190-1,214,4,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-01838,7,180/5537,214,4,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-01838,7,80/7282,214,6,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2005-12484,7,79/128,214,4,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-01838,7,k/IrwinKing,214,6,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,conf/www/ZhaoHLBLM06,7,l/MichaelRLyu,214,7,0.3360494330141916,0.0022688478705696503,2006.0
Min-Yen Kan,k/MinYenKan,journals/corr/abs-2005-04364,1,241/8934,18,4,0.26633301044021096,0.00019083767135632575,2020.0
Min-Yen Kan,k/MinYenKan,journals/corr/abs-2005-04364,1,79/128,18,2,0.26633301044021096,0.00019083767135632575,2020.0
Min-Yen Kan,k/MinYenKan,journals/corr/abs-2005-04364,1,62/2078,18,4,0.26633301044021096,0.00019083767135632575,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-2006-13561,1,160/3233,27,4,0.26221256755324784,0.0002862565070344886,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-2006-13561,1,l/XiaoliLi,27,4,0.26221256755324784,0.0002862565070344886,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-1911-01986,1,62/2078,27,9,0.26221256755324784,0.0002862565070344886,2019.0
Xiaoli Li 0001,l/XiaoliLi,journals/corr/abs-2006-13561,3,160/3233,164,4,0.3135056379070062,0.0017387432279131901,2020.0
Xiaoli Li 0001,l/XiaoliLi,journals/corr/abs-2006-13561,3,252/5270,164,4,0.3135056379070062,0.0017387432279131901,2020.0
Xiaoli Li 0001,l/XiaoliLi,journals/corr/abs-2006-13561,3,62/2078,164,4,0.3135056379070062,0.0017387432279131901,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-01838,7,65/4699,214,2,0.3360494330141916,0.0022688478705696503,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2004-13278,7,60/9374-34,214,2,0.3360494330141916,0.0022688478705696503,2020.0
Min-Yen Kan,k/MinYenKan,journals/corr/abs-2004-14870,1,36/4028,18,2,0.26633301044021096,0.00019083767135632575,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2010-07785,7,276/6542,214,2,0.3360494330141916,0.0022688478705696503,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-2002-08046,1,h/StevenCHHoi,27,2,0.26221256755324784,0.0002862565070344886,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-2002-08046,1,79/128,27,2,0.26221256755324784,0.0002862565070344886,2020.0
Steven C. H. Hoi,h/StevenCHHoi,journals/corr/abs-2002-08046,7,252/5270,214,2,0.3360494330141916,0.0022688478705696503,2020.0
Xuan-Phi Nguyen,252/5270,conf/nips/NguyenJWA20,1,181/2711,27,1,0.26221256755324784,0.0002862565070344886,2020.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-1911-01986,1,40/357,27,3,0.26221256755324784,0.0002862565070344886,2019.0
Kui Wu,181/2711,conf/nips/NguyenJWA20,1,252/5270,3,1,0.24585196224540487,3.180627855938762e-05,2020.0
Kui Wu,181/2711,conf/nips/NguyenJWA20,1,40/357,3,1,0.24585196224540487,3.180627855938762e-05,2020.0
Kui Wu,181/2711,conf/nips/NguyenJWA20,1,62/2078,3,1,0.24585196224540487,3.180627855938762e-05,2020.0
Ai Ti Aw,40/357,journals/corr/abs-1911-01986,1,252/5270,13,3,0.2674412320994326,0.0001378272070906797,2019.0
Ai Ti Aw,40/357,conf/nips/NguyenJWA20,1,181/2711,13,1,0.2674412320994326,0.0001378272070906797,2020.0
Ai Ti Aw,40/357,journals/corr/abs-1911-01986,1,62/2078,13,3,0.2674412320994326,0.0001378272070906797,2019.0
Xuan-Phi Nguyen,252/5270,journals/corr/abs-1911-01986,1,252/5748,27,2,0.26221256755324784,0.0002862565070344886,2019.0
Ai Ti Aw,40/357,journals/corr/abs-1911-01986,1,252/5748,13,2,0.2674412320994326,0.0001378272070906797,2019.0
Preslav Nakov,19/1947,journals/corr/abs-1909-00131,1,214/9948,110,2,0.24285398827195329,0.0011662302138442128,2019.0
Preslav Nakov,19/1947,journals/corr/abs-1909-00131,1,994070,110,2,0.24285398827195329,0.0011662302138442128,2019.0
Preslav Nakov,19/1947,conf/wmt/JotyGMN14,1,62/2078,110,26,0.24285398827195329,0.0011662302138442128,2014.0
Siyuan Liu,00/4516,journals/corr/abs-1805-05670,1,220/4194,122,2,0.3309039850227333,0.0012934553280817634,2018.0
Siyuan Liu,00/4516,journals/corr/abs-1805-05670,1,32/5536,122,2,0.3309039850227333,0.0012934553280817634,2018.0
Siyuan Liu,00/4516,journals/corr/abs-1805-05670,1,220/3991,122,2,0.3309039850227333,0.0012934553280817634,2018.0
Wanlu Zhang,220/4194,journals/corr/abs-1805-05670,1,00/4516,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanlu Zhang,220/4194,journals/corr/abs-1805-05670,1,32/5536,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanlu Zhang,220/4194,journals/corr/abs-1805-05670,1,220/3991,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanlu Zhang,220/4194,journals/corr/abs-1805-05670,1,b/SSBhowmick,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanlu Zhang,220/4194,conf/sigmod/LiuBZWHJ19,1,62/2078,9,1,0.2629789042988469,9.541883567816287e-05,2019.0
Shu Wang,32/5536,journals/corr/abs-1805-05670,1,00/4516,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Shu Wang,32/5536,journals/corr/abs-1805-05670,1,220/4194,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Shu Wang,32/5536,journals/corr/abs-1805-05670,1,220/3991,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Shu Wang,32/5536,journals/corr/abs-1805-05670,1,b/SSBhowmick,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Shu Wang,32/5536,conf/sigmod/LiuBZWHJ19,1,62/2078,9,1,0.2629789042988469,9.541883567816287e-05,2019.0
Wanyi Huang,220/3991,journals/corr/abs-1805-05670,1,00/4516,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanyi Huang,220/3991,journals/corr/abs-1805-05670,1,220/4194,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanyi Huang,220/3991,journals/corr/abs-1805-05670,1,32/5536,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanyi Huang,220/3991,journals/corr/abs-1805-05670,1,b/SSBhowmick,9,2,0.2629789042988469,9.541883567816287e-05,2018.0
Wanyi Huang,220/3991,conf/sigmod/LiuBZWHJ19,1,62/2078,9,1,0.2629789042988469,9.541883567816287e-05,2019.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,25/3236,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,99/11030,64,4,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,62/3,64,7,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,54/2140,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,19/1947,64,7,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,62/2078,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,40/3383,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,99/11030,64,4,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,62/3,64,7,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,54/2140,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,19/1947,64,7,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,62/2078,64,9,0.2428361138370952,0.0006785339426002693,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,40/3383,104,7,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,25/3236,104,7,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,99/11030,104,4,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/emnlp/SalehMNMJ14,1,54/2140,104,10,0.24284207168968816,0.0011026176567254377,2014.0
Lluís Màrquez,62/3,conf/wmt/JotyGMN14,1,19/1947,104,24,0.24284207168968816,0.0011026176567254377,2014.0
Lluís Màrquez,62/3,conf/wmt/JotyGMN14,1,62/2078,104,24,0.24284207168968816,0.0011026176567254377,2014.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,40/3383,80,9,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,25/3236,80,9,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,99/11030,80,4,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/emnlp/SalehMNMJ14,1,62/3,80,10,0.24285398827195329,0.0008481674282503366,2014.0
Alessandro Moschitti,54/2140,conf/emnlp/SalehMNMJ14,1,19/1947,80,10,0.24285398827195329,0.0008481674282503366,2014.0
Alessandro Moschitti,54/2140,conf/emnlp/JotyM14,1,62/2078,80,13,0.24285398827195329,0.0008481674282503366,2014.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,40/3383,110,7,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,25/3236,110,7,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,99/11030,110,4,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/wmt/JotyGMN14,1,62/3,110,24,0.24285398827195329,0.0011662302138442128,2014.0
Preslav Nakov,19/1947,conf/emnlp/SalehMNMJ14,1,54/2140,110,10,0.24285398827195329,0.0011662302138442128,2014.0
Lluís Màrquez,62/3,conf/wmt/JotyGMN14,1,92/1459,104,10,0.24284207168968816,0.0011026176567254377,2014.0
Preslav Nakov,19/1947,conf/wmt/JotyGMN14,1,92/1459,110,10,0.24285398827195329,0.0011662302138442128,2014.0
Jing Li 0034,l/JingLi34,journals/corr/abs-1812-09449,1,78/5155,21,7,0.2734858532272325,0.00022264394991571335,2018.0
Jing Li 0034,l/JingLi34,conf/ijcai/LiSJ18,1,62/2078,21,1,0.2734858532272325,0.00022264394991571335,2018.0
Preslav Nakov,19/1947,journals/corr/JotyNMJ17,1,202/2396,110,2,0.24285398827195329,0.0011662302138442128,2017.0
Lluís Màrquez,62/3,journals/corr/JotyNMJ17,1,202/2396,104,2,0.24284207168968816,0.0011026176567254377,2017.0
Giovanni Da San Martino,25/3236,journals/corr/MartinoBRMJAT016,1,135/3229,64,5,0.2428361138370952,0.0006785339426002693,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,25/3236,34,5,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,40/3383,34,5,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,conf/coling/HoqueJMBMMNRC16,1,62/3,34,3,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,54/2140,34,5,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,conf/coling/HoqueJMBMMNRC16,1,19/1947,34,3,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,62/2078,34,5,0.24279441705300855,0.0003604711570063931,2016.0
Alberto Barrón-Cedeño,40/3383,journals/corr/MartinoBRMJAT016,1,135/3229,64,5,0.2428361138370952,0.0006785339426002693,2016.0
Lluís Màrquez,62/3,conf/coling/HoqueJMBMMNRC16,1,135/3229,104,3,0.24284207168968816,0.0011026176567254377,2016.0
Alessandro Moschitti,54/2140,journals/corr/MartinoBRMJAT016,1,135/3229,80,5,0.24285398827195329,0.0008481674282503366,2016.0
Preslav Nakov,19/1947,conf/coling/HoqueJMBMMNRC16,1,135/3229,110,3,0.24285398827195329,0.0011662302138442128,2016.0
Lluís Màrquez,62/3,conf/coling/HoqueJMBMMNRC16,1,71/4476,104,1,0.24284207168968816,0.0011026176567254377,2016.0
Lluís Màrquez,62/3,conf/coling/HoqueJMBMMNRC16,1,30/3994,104,1,0.24284207168968816,0.0011026176567254377,2016.0
Alberto Barrón-Cedeño,40/3383,conf/coling/HoqueJMBMMNRC16,1,71/4476,64,1,0.2428361138370952,0.0006785339426002693,2016.0
Alberto Barrón-Cedeño,40/3383,conf/coling/HoqueJMBMMNRC16,1,30/3994,64,1,0.2428361138370952,0.0006785339426002693,2016.0
Giovanni Da San Martino,25/3236,conf/coling/HoqueJMBMMNRC16,1,71/4476,64,1,0.2428361138370952,0.0006785339426002693,2016.0
Giovanni Da San Martino,25/3236,conf/coling/HoqueJMBMMNRC16,1,30/3994,64,1,0.2428361138370952,0.0006785339426002693,2016.0
Alessandro Moschitti,54/2140,conf/coling/HoqueJMBMMNRC16,1,71/4476,80,1,0.24285398827195329,0.0008481674282503366,2016.0
Alessandro Moschitti,54/2140,conf/coling/HoqueJMBMMNRC16,1,30/3994,80,1,0.24285398827195329,0.0008481674282503366,2016.0
Preslav Nakov,19/1947,conf/coling/HoqueJMBMMNRC16,1,71/4476,110,1,0.24285398827195329,0.0011662302138442128,2016.0
Preslav Nakov,19/1947,conf/coling/HoqueJMBMMNRC16,1,30/3994,110,1,0.24285398827195329,0.0011662302138442128,2016.0
Salvatore Romeo,135/3229,conf/coling/HoqueJMBMMNRC16,1,71/4476,34,1,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,conf/coling/HoqueJMBMMNRC16,1,30/3994,34,1,0.24279441705300855,0.0003604711570063931,2016.0
Alberto Barrón-Cedeño,40/3383,journals/corr/MartinoBRMJAT016,1,36/10071,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Alberto Barrón-Cedeño,40/3383,journals/corr/MartinoBRMJAT016,1,94/8176,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Alberto Barrón-Cedeño,40/3383,journals/corr/MartinoBRMJAT016,1,181/2308-1,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Giovanni Da San Martino,25/3236,journals/corr/MartinoBRMJAT016,1,36/10071,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Giovanni Da San Martino,25/3236,journals/corr/MartinoBRMJAT016,1,94/8176,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Giovanni Da San Martino,25/3236,journals/corr/MartinoBRMJAT016,1,181/2308-1,64,2,0.2428361138370952,0.0006785339426002693,2016.0
Alessandro Moschitti,54/2140,journals/corr/MartinoBRMJAT016,1,36/10071,80,2,0.24285398827195329,0.0008481674282503366,2016.0
Alessandro Moschitti,54/2140,journals/corr/MartinoBRMJAT016,1,94/8176,80,2,0.24285398827195329,0.0008481674282503366,2016.0
Alessandro Moschitti,54/2140,journals/corr/MartinoBRMJAT016,1,181/2308-1,80,2,0.24285398827195329,0.0008481674282503366,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,36/10071,34,2,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,94/8176,34,2,0.24279441705300855,0.0003604711570063931,2016.0
Salvatore Romeo,135/3229,journals/corr/MartinoBRMJAT016,1,181/2308-1,34,2,0.24279441705300855,0.0003604711570063931,2016.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,136/8001,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,28/3364-1,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,146/4030,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,28/2073-1,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,13/5913,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alberto Barrón-Cedeño,40/3383,conf/semeval/NicosiaFBSMGNMM15,1,56/1909,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Preslav Nakov,19/1947,conf/emnlp/GuzmanJMMNN14,1,136/8001,110,2,0.24285398827195329,0.0011662302138442128,2014.0
Preslav Nakov,19/1947,conf/emnlp/SalehMNMJ14,1,28/3364-1,110,3,0.24285398827195329,0.0011662302138442128,2014.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,146/4030,110,1,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,28/2073-1,110,1,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,13/5913,110,1,0.24285398827195329,0.0011662302138442128,2015.0
Preslav Nakov,19/1947,conf/semeval/NicosiaFBSMGNMM15,1,56/1909,110,1,0.24285398827195329,0.0011662302138442128,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,136/8001,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,28/3364-1,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,146/4030,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,28/2073-1,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,13/5913,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Giovanni Da San Martino,25/3236,conf/semeval/NicosiaFBSMGNMM15,1,56/1909,64,1,0.2428361138370952,0.0006785339426002693,2015.0
Alessandro Moschitti,54/2140,conf/emnlp/GuzmanJMMNN14,1,136/8001,80,2,0.24285398827195329,0.0008481674282503366,2014.0
Alessandro Moschitti,54/2140,conf/emnlp/SalehMNMJ14,1,28/3364-1,80,3,0.24285398827195329,0.0008481674282503366,2014.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,146/4030,80,1,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,28/2073-1,80,1,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,13/5913,80,1,0.24285398827195329,0.0008481674282503366,2015.0
Alessandro Moschitti,54/2140,conf/semeval/NicosiaFBSMGNMM15,1,56/1909,80,1,0.24285398827195329,0.0008481674282503366,2015.0
Lluís Màrquez,62/3,conf/emnlp/GuzmanJMMNN14,1,136/8001,104,2,0.24284207168968816,0.0011026176567254377,2014.0
Lluís Màrquez,62/3,conf/emnlp/SalehMNMJ14,1,28/3364-1,104,3,0.24284207168968816,0.0011026176567254377,2014.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,146/4030,104,1,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,28/2073-1,104,1,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,13/5913,104,1,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez,62/3,conf/semeval/NicosiaFBSMGNMM15,1,56/1909,104,1,0.24284207168968816,0.0011026176567254377,2015.0
Lluís Màrquez i Villodre,62/3,conf/coling/SalehCGJVMN14,1,87/6703,104,1,0.24284207168968816,0.0011026176567254377,2014.0
Lluís Màrquez i Villodre,62/3,conf/coling/SalehCGJVMN14,1,37/6580,104,1,0.24284207168968816,0.0011026176567254377,2014.0
Alessandro Moschitti,54/2140,conf/coling/SalehCGJVMN14,1,87/6703,80,1,0.24285398827195329,0.0008481674282503366,2014.0
Alessandro Moschitti,54/2140,conf/coling/SalehCGJVMN14,1,37/6580,80,1,0.24285398827195329,0.0008481674282503366,2014.0
Preslav Nakov,19/1947,conf/coling/SalehCGJVMN14,1,87/6703,110,1,0.24285398827195329,0.0011662302138442128,2014.0
Preslav Nakov,19/1947,conf/coling/SalehCGJVMN14,1,37/6580,110,1,0.24285398827195329,0.0011662302138442128,2014.0
Alessandro Moschitti,54/2140,conf/emnlp/GuzmanJMMNN14,1,92/1459,80,1,0.24285398827195329,0.0008481674282503366,2014.0
